"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bri","yes",1,0,1,"1.06","0.01","0.01"
"2","A","Ply","yes",1,0,1,"1.30","-0.22","-0.22"
"3","H","Mil","yes",1,0,0,"0.91","0.15","-0.07"
"4","A","Lee","yes",0,-2,0,"0.37","0.65","0.58"
"5","H","ShU","yes",0,-2,0,"0.43","0.60","1.18"
"6","A","Sto","yes",3,2,3,"1.34","-0.26","0.93"
"7","H","Car","yes",3,3,4,"1.30","-0.22","0.70"
"8","A","QPR","yes",3,2,3,"1.49","-0.40","0.30"
"9","A","Nor","yes",0,-4,0,"1.13","-0.06","0.24"
"10","H","Sun","yes",0,-1,0,"0.68","0.36","0.60"
"11","H","Bur","yes",1,0,1,"0.31","0.71","1.31"
"12","A","Der","yes",1,0,1,"1.38","-0.29","1.02"
"13","H","Por","yes",1,0,1,"1.45","-0.36","0.66"
"14","A","Oxf","yes",0,-1,0,"1.13","-0.07","0.59"
"15","H","WBA","yes",0,-1,1,"1.02","0.04","0.63"
"16","A","Lut","yes",0,-1,0,"1.30","-0.22","0.41"
"17","H","ShW","yes",0,-2,0,"0.72","0.33","0.74"
"18","A","Mid","yes",0,-2,1,"1.09","-0.02","0.72"
"19","H","Bbn","yes",0,-1,0,"0.91","0.15","0.87"
"20","H","Wat","yes",1,0,1,"1.29","-0.21","0.65"
"21","A","Cov","yes",0,-1,1,"0.85","0.20","0.85"
"22","H","Swa","yes",3,1,2,"0.95","0.11","0.97"
"23","A","PNE","yes",0,-1,0,"1.34","-0.26","0.71"
"24","A","Bbn","yes",3,1,1,"1.05","0.02","0.73"
"25","H","Mid","yes",0,-1,0,"0.94","0.11","0.84"
"26","H","Lee","yes",1,0,3,"0.45","0.58","1.42"
"27","A","Mil","yes",3,1,1,"1.05","0.02","1.44"
"28","H","QPR","yes",0,-1,1,"0.88","0.17","1.61"
"29","A","ShU","yes",3,3,3,"0.69","0.35","1.96"
"30","H","Sto","yes",0,-1,1,"1.25","-0.17","1.79"
"31","A","Bur","yes",0,-2,0,"0.61","0.42","2.22"
"32","H","Nor","yes",1,0,1,"1.19","-0.12","2.10"
"33","A","Sun","yes",3,1,1,"0.92","0.13","2.23"
"34","A","Car","yes",0,-1,0,"1.59","-0.49","1.74"
"35","H","Ply","yes",3,2,2,"1.57","-0.48","1.26"
"36","A","Bri","yes",1,0,1,"0.81","0.24","1.50"
"37","H","Oxf","yes",3,1,2,"1.40","-0.31","1.19"
"38","A","WBA","yes",1,0,1,"1.01","0.05","1.24"
"39","H","Lut","yes",0,-1,0,"1.40","-0.31","0.93"
"40","A","ShW","yes",3,1,1,"1.61","-0.51","0.42"
"41","A","Wat","yes",0,-1,0,"1.05","0.01","0.43"
"42","H","Cov","yes",1,0,1,"0.98","0.08","0.51"
"43","A","Swa","yes",0,-1,0,"1.21","-0.13","0.37"
"44","H","PNE","yes",3,1,2,"1.29","-0.22","0.16"
"45","H","Der","yes",0,-1,0,"1.25","-0.17","-0.01"
"46","A","Por","yes",1,0,1,"1.05","0.01","0.00"
