"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Oxf","yes",0,-2,0,"0.85","0.32","0.32"
"2","H","Bbn","yes",1,0,2,"1.55","-0.25","0.07"
"3","H","ShU","yes",1,0,1,"0.87","0.30","0.37"
"4","A","Cov","yes",3,1,1,"0.61","0.50","0.87"
"5","A","Swa","yes",0,-1,0,"0.91","0.26","1.14"
"6","H","Wat","yes",3,3,4,"1.94","-0.56","0.57"
"7","A","Der","yes",3,1,3,"1.07","0.14","0.71"
"8","H","Lee","yes",1,0,1,"0.90","0.28","0.99"
"9","H","Hul","yes",3,4,4,"1.56","-0.26","0.73"
"10","A","Sto","yes",1,0,1,"1.03","0.17","0.90"
"11","A","PNE","yes",1,0,2,"1.03","0.17","1.07"
"12","H","Mid","yes",1,0,3,"1.59","-0.28","0.79"
"13","A","Car","yes",0,-1,1,"1.27","-0.02","0.77"
"14","A","ShW","yes",0,-2,0,"1.29","-0.04","0.72"
"15","H","Bri","yes",0,-2,0,"1.71","-0.38","0.34"
"16","A","WBA","yes",1,0,2,"0.74","0.40","0.74"
"17","H","Ply","yes",3,5,6,"2.17","-0.75","-0.01"
"18","H","Lut","yes",3,2,4,"2.03","-0.64","-0.65"
"19","A","QPR","yes",0,-3,0,"1.17","0.05","-0.60"
"20","A","Por","yes",1,0,0,"0.78","0.37","-0.23"
"21","H","Bur","yes",0,-1,1,"0.65","0.48","0.25"
"22","A","Sun","yes",0,-1,1,"0.67","0.46","0.71"
"23","H","Mil","yes",3,1,2,"1.55","-0.25","0.46"
"24","H","QPR","yes",1,0,1,"1.51","-0.22","0.24"
"25","A","Lut","yes",3,1,1,"0.99","0.20","0.44"
"26","H","Cov","yes",3,1,2,"1.63","-0.31","0.12"
"27","A","ShU","yes",0,-2,0,"0.49","0.61","0.73"
"28","A","Lee","yes",0,-2,0,"0.26","0.79","1.52"
"29","H","Swa","yes",3,4,5,"1.59","-0.28","1.24"
"30","A","Wat","yes",3,1,1,"0.78","0.37","1.61"
"31","H","Der","yes",1,0,1,"1.90","-0.53","1.08"
"32","H","PNE","yes",0,-1,0,"1.94","-0.57","0.51"
"33","A","Hul","yes",1,0,1,"1.42","-0.15","0.36"
"34","H","Sto","yes",3,2,4,"1.90","-0.53","-0.17"
"35","A","Bbn","yes",1,0,1,"0.77","0.38","0.20"
"36","H","Oxf","yes",1,0,1,"2.03","-0.64","-0.43"
"37","H","ShW","yes",0,-1,2,"1.31","-0.06","-0.49"
"38","A","Bri","yes",0,-1,1,"0.58","0.53","0.04"
"39","H","WBA","yes",3,1,1,"1.67","-0.35","-0.31"
"40","A","Ply","yes",0,-1,1,"0.99","0.20","-0.12"
"41","H","Sun","yes",1,0,0,"1.26","-0.01","-0.13"
"42","A","Bur","yes",0,-1,1,"0.43","0.65","0.52"
"43","H","Por","yes",0,-2,3,"2.08","-0.67","-0.15"
"44","A","Mil","yes",0,-2,1,"0.77","0.38","0.22"
"45","A","Mid","yes",1,0,0,"0.81","0.35","0.57"
"46","H","Car","yes",3,2,4,"1.95","-0.57","0.00"
