"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Swa","yes",3,1,1,"1.53","0.06","0.06"
"2","A","Der","yes",0,-1,0,"1.76","-0.07","-0.01"
"3","H","Por","yes",1,0,2,"2.11","-0.29","-0.30"
"4","A","Car","yes",3,2,2,"1.94","-0.18","-0.48"
"5","H","PNE","yes",1,0,1,"2.16","-0.32","-0.80"
"6","A","Sun","yes",0,-1,0,"0.77","0.53","-0.27"
"7","H","Sto","yes",3,2,2,"1.68","-0.03","-0.30"
"8","A","WBA","yes",3,1,1,"1.77","-0.08","-0.38"
"9","A","Wat","yes",0,-1,1,"0.66","0.60","0.22"
"10","H","Bri","yes",0,-2,0,"1.41","0.14","0.36"
"11","H","ShU","yes",3,1,1,"0.99","0.40","0.76"
"12","A","Nor","yes",1,0,3,"1.45","0.11","0.87"
"13","H","Cov","yes",0,-3,0,"1.88","-0.15","0.72"
"14","A","QPR","yes",3,3,4,"2.46","-0.50","0.22"
"15","H","Lut","yes",3,4,5,"2.16","-0.32","-0.10"
"16","A","Oxf","yes",3,4,6,"1.69","-0.03","-0.13"
"17","H","Bbn","yes",0,-1,0,"1.43","0.13","-0.00"
"18","H","Hul","yes",3,2,3,"1.94","-0.18","-0.19"
"19","A","Bur","yes",1,0,1,"1.20","0.27","0.08"
"20","A","Lee","no",NA,NA,NA,"0.74","0.55","0.63"
"21","H","Mil","no",NA,NA,NA,"1.92","-0.17","0.46"
"22","A","Ply","no",NA,NA,NA,"1.64","-0.00","0.46"
"23","H","ShW","no",NA,NA,NA,"1.36","0.17","0.63"
"24","H","Bur","no",NA,NA,NA,"0.93","0.43","1.06"
"25","A","Hul","no",NA,NA,NA,"2.21","-0.35","0.72"
"26","H","Car","no",NA,NA,NA,"2.22","-0.35","0.36"
"27","A","Por","no",NA,NA,NA,"2.28","-0.39","-0.03"
"28","H","WBA","no",NA,NA,NA,"1.26","0.23","0.20"
"29","A","PNE","no",NA,NA,NA,"1.80","-0.10","0.11"
"30","H","Sun","no",NA,NA,NA,"1.20","0.27","0.37"
"31","A","Sto","no",NA,NA,NA,"1.94","-0.18","0.19"
"32","A","ShU","no",NA,NA,NA,"0.42","0.74","0.93"
"33","H","Wat","no",NA,NA,NA,"1.67","-0.02","0.92"
"34","A","Bri","no",NA,NA,NA,"1.78","-0.09","0.83"
"35","H","Der","no",NA,NA,NA,"1.86","-0.13","0.70"
"36","A","Swa","no",NA,NA,NA,"1.85","-0.13","0.57"
"37","H","QPR","no",NA,NA,NA,"1.46","0.11","0.68"
"38","A","Lut","no",NA,NA,NA,"1.70","-0.04","0.64"
"39","H","Oxf","no",NA,NA,NA,"2.32","-0.41","0.22"
"40","A","Bbn","no",NA,NA,NA,"1.02","0.37","0.60"
"41","H","Lee","no",NA,NA,NA,"1.13","0.31","0.91"
"42","A","Mil","no",NA,NA,NA,"1.42","0.13","1.04"
"43","H","Ply","no",NA,NA,NA,"2.53","-0.54","0.50"
"44","A","ShW","no",NA,NA,NA,"1.86","-0.14","0.36"
"45","H","Nor","no",NA,NA,NA,"1.83","-0.12","0.24"
"46","A","Cov","no",NA,NA,NA,"2.04","-0.24","-0.00"
