"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bbn","yes",0,-2,2,"0.73","0.33","0.33"
"2","H","Mid","yes",3,1,1,"1.32","-0.22","0.11"
"3","A","Wat","yes",0,-1,1,"0.73","0.32","0.44"
"4","H","Bri","yes",3,3,3,"1.45","-0.33","0.11"
"5","H","Car","yes",3,1,1,"1.70","-0.56","-0.46"
"6","A","ShU","yes",0,-1,0,"0.46","0.58","0.12"
"7","H","Nor","yes",0,-1,2,"1.59","-0.46","-0.34"
"8","A","Sun","yes",0,-2,0,"0.63","0.42","0.08"
"9","H","QPR","yes",3,2,2,"1.25","-0.15","-0.07"
"10","A","Mil","yes",1,0,1,"0.73","0.33","0.26"
"11","A","Oxf","yes",1,0,1,"0.80","0.26","0.52"
"12","H","Hul","yes",1,0,1,"1.29","-0.19","0.33"
"13","A","Sto","yes",0,-1,1,"0.98","0.10","0.43"
"14","A","Cov","yes",3,1,2,"0.58","0.47","0.90"
"15","H","Ply","yes",1,0,1,"1.95","-0.79","0.11"
"16","A","PNE","yes",1,0,1,"0.98","0.10","0.21"
"17","H","Swa","yes",0,-1,1,"1.32","-0.22","-0.01"
"18","H","ShW","yes",0,-1,1,"1.05","0.03","0.03"
"19","A","Lee","yes",0,-2,0,"0.24","0.78","0.80"
"20","A","Bur","yes",1,0,0,"0.40","0.63","1.43"
"21","H","Por","yes",3,4,4,"1.84","-0.69","0.74"
"22","A","Lut","yes",0,-1,1,"0.94","0.13","0.87"
"23","H","WBA","yes",3,1,2,"1.41","-0.29","0.58"
"24","H","Lee","yes",0,-1,0,"0.69","0.37","0.95"
"25","A","ShW","yes",0,-2,2,"1.24","-0.14","0.81"
"26","A","Bri","yes",0,-1,0,"0.55","0.50","1.31"
"27","H","Wat","yes",0,-2,0,"1.69","-0.55","0.75"
"28","H","Sun","yes",0,-1,0,"1.00","0.08","0.83"
"29","A","Car","yes",0,-1,1,"1.21","-0.11","0.72"
"30","H","ShU","yes",0,-1,0,"0.66","0.39","1.11"
"31","A","Nor","yes",1,0,1,"0.80","0.26","1.38"
"32","H","Oxf","yes",1,0,0,"1.79","-0.65","0.73"
"33","A","QPR","yes",0,-4,0,"1.12","-0.03","0.70"
"34","H","Mil","yes",0,-1,0,"1.28","-0.18","0.53"
"35","A","Mid","yes",0,-1,0,"0.76","0.30","0.83"
"36","H","Bbn","yes",3,1,2,"1.28","-0.18","0.65"
"37","H","Cov","yes",3,2,2,"1.36","-0.25","0.40"
"38","A","Ply","yes",3,1,3,"0.94","0.13","0.53"
"39","H","PNE","yes",3,2,2,"1.69","-0.56","-0.03"
"40","A","Swa","yes",0,-1,0,"0.86","0.21","0.18"
"41","H","Bur","yes",1,0,0,"0.48","0.55","0.73"
"42","A","Por","yes",1,0,2,"0.73","0.32","1.06"
"43","H","Lut","yes",0,-1,0,"1.79","-0.65","0.41"
"44","A","WBA","yes",3,2,3,"0.70","0.36","0.77"
"45","A","Hul","yes",3,1,1,"1.37","-0.26","0.51"
"46","H","Sto","yes",1,0,0,"1.64","-0.51","-0.00"
