"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Nor","yes",3,2,2,"1.85","-0.60","-0.60"
"2","A","Cov","yes",0,-1,2,"0.48","0.58","-0.02"
"3","A","Bbn","yes",0,-1,1,"0.62","0.47","0.44"
"4","H","PNE","yes",3,2,3,"1.94","-0.68","-0.24"
"5","H","Sto","yes",3,1,1,"1.90","-0.64","-0.88"
"6","A","Bri","yes",0,-1,1,"0.46","0.60","-0.28"
"7","H","Bur","yes",1,0,0,"0.65","0.44","0.16"
"8","A","Lut","yes",1,0,2,"0.80","0.30","0.46"
"9","A","Por","yes",1,0,1,"0.62","0.46","0.92"
"10","H","WBA","yes",1,0,1,"1.67","-0.45","0.47"
"11","H","Der","yes",1,0,1,"1.90","-0.65","-0.17"
"12","A","Sun","yes",0,-2,0,"0.53","0.54","0.36"
"13","H","Swa","yes",0,-1,1,"1.59","-0.38","-0.01"
"14","H","Hul","yes",3,1,1,"1.56","-0.35","-0.37"
"15","A","Wat","yes",0,-1,0,"0.62","0.46","0.09"
"16","H","Mid","yes",0,-4,2,"1.59","-0.38","-0.28"
"17","A","ShU","yes",0,-3,0,"0.38","0.67","0.39"
"18","H","Mil","yes",1,0,1,"1.54","-0.34","0.05"
"19","A","QPR","yes",0,-2,0,"0.97","0.16","0.21"
"20","H","ShW","yes",0,-2,1,"1.31","-0.13","0.07"
"21","A","Lee","yes",0,-4,0,"0.20","0.83","0.90"
"22","H","Car","yes",3,1,3,"1.95","-0.69","0.21"
"23","H","Ply","yes",3,2,2,"2.17","-0.88","-0.67"
"24","A","Mil","yes",3,1,1,"0.62","0.47","-0.21"
"25","A","PNE","yes",1,0,1,"0.84","0.27","0.07"
"26","A","Ply","yes",1,0,1,"0.81","0.30","0.37"
"27","H","Bbn","yes",3,1,1,"1.54","-0.34","0.03"
"28","H","Lut","yes",3,1,3,"2.03","-0.76","-0.73"
"29","A","Sto","yes",1,0,0,"0.84","0.27","-0.46"
"30","H","Bri","yes",1,0,1,"1.71","-0.49","-0.95"
"31","A","Bur","yes",0,-1,0,"0.34","0.71","-0.24"
"32","A","Der","yes",1,0,0,"0.87","0.25","0.01"
"33","H","Por","yes",0,-2,0,"2.07","-0.80","-0.79"
"34","A","WBA","yes",0,-2,0,"0.59","0.49","-0.30"
"35","H","Cov","yes",0,-1,2,"1.63","-0.41","-0.71"
"36","A","Nor","yes",1,0,1,"0.68","0.41","-0.30"
"37","A","Hul","yes",0,-1,1,"1.20","-0.05","-0.35"
"38","H","Wat","yes",3,1,1,"1.94","-0.68","-1.03"
"39","A","Mid","yes",0,-1,1,"0.64","0.44","-0.59"
"40","H","ShU","yes",3,1,1,"0.86","0.25","-0.34"
"41","H","QPR","yes",0,-2,1,"1.51","-0.31","-0.65"
"42","A","ShW","yes",3,1,1,"1.08","0.06","-0.58"
"43","H","Lee","yes",0,-1,0,"0.90","0.22","-0.36"
"44","A","Car","yes",1,0,1,"1.05","0.09","-0.27"
"45","H","Sun","yes",3,2,2,"1.25","-0.09","-0.36"
"46","A","Swa","yes",1,0,3,"0.73","0.36","-0.00"
