"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Por","yes",1,0,3,"2.70","-0.36","-0.36"
"2","A","WBA","yes",1,0,0,"1.51","0.24","-0.12"
"3","A","ShW","yes",3,2,2,"1.81","0.08","-0.04"
"4","H","Hul","yes",3,2,2,"2.65","-0.34","-0.37"
"5","H","Bur","yes",0,-1,0,"1.99","-0.00","-0.38"
"6","A","Car","yes",3,2,2,"1.98","0.00","-0.37"
"7","H","Cov","yes",3,3,3,"2.51","-0.26","-0.64"
"8","A","Nor","yes",1,0,1,"1.37","0.31","-0.33"
"9","A","Sun","yes",1,0,2,"0.79","0.60","0.27"
"10","H","ShU","yes",3,2,2,"1.93","0.02","0.30"
"11","H","Wat","yes",3,1,2,"2.54","-0.28","0.01"
"12","A","Bri","yes",1,0,0,"1.70","0.14","0.16"
"13","H","Ply","yes",3,3,3,"2.84","-0.44","-0.28"
"14","A","Mil","yes",0,-1,0,"1.55","0.22","-0.06"
"15","H","QPR","yes",3,2,2,"2.37","-0.20","-0.26"
"16","A","Swa","yes",3,1,4,"1.83","0.08","-0.18"
"17","H","Lut","yes",3,3,3,"2.71","-0.37","-0.55"
"18","A","Bbn","yes",0,-1,0,"0.86","0.57","0.02"
"19","H","Der","yes",3,2,2,"2.56","-0.29","-0.27"
"20","H","Mid","yes",3,2,3,"2.17","-0.09","-0.37"
"21","A","PNE","yes",1,0,1,"1.65","0.17","-0.20"
"22","H","Oxf","no",NA,NA,NA,"2.80","-0.41","-0.61"
"23","A","Sto","no",NA,NA,NA,"1.91","0.04","-0.57"
"24","A","Der","no",NA,NA,NA,"1.55","0.22","-0.36"
"25","H","Bbn","no",NA,NA,NA,"2.20","-0.11","-0.46"
"26","A","Hul","no",NA,NA,NA,"2.17","-0.09","-0.56"
"27","H","ShW","no",NA,NA,NA,"2.20","-0.11","-0.67"
"28","H","Nor","no",NA,NA,NA,"2.63","-0.33","-1.00"
"29","A","Bur","no",NA,NA,NA,"1.15","0.42","-0.58"
"30","H","Car","no",NA,NA,NA,"2.73","-0.38","-0.95"
"31","A","Cov","no",NA,NA,NA,"1.77","0.11","-0.85"
"32","A","Wat","no",NA,NA,NA,"0.57","0.71","-0.14"
"33","H","Sun","no",NA,NA,NA,"2.12","-0.07","-0.21"
"34","A","ShU","no",NA,NA,NA,"0.34","0.83","0.62"
"35","H","WBA","no",NA,NA,NA,"2.20","-0.11","0.51"
"36","A","Por","no",NA,NA,NA,"1.99","-0.00","0.51"
"37","H","Mil","no",NA,NA,NA,"2.64","-0.33","0.17"
"38","A","QPR","no",NA,NA,NA,"2.13","-0.08","0.10"
"39","H","Swa","no",NA,NA,NA,"2.32","-0.17","-0.07"
"40","A","Lut","no",NA,NA,NA,"1.49","0.25","0.17"
"41","A","Mid","no",NA,NA,NA,"1.31","0.34","0.51"
"42","H","PNE","no",NA,NA,NA,"2.64","-0.33","0.18"
"43","A","Oxf","no",NA,NA,NA,"1.68","0.15","0.33"
"44","H","Sto","no",NA,NA,NA,"2.54","-0.28","0.05"
"45","H","Bri","no",NA,NA,NA,"2.41","-0.22","-0.17"
"46","A","Ply","no",NA,NA,NA,"1.65","0.17","-0.00"
