"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Cov","yes",3,1,1,"1.40","-0.27","-0.27"
"2","A","Wat","yes",0,-3,0,"0.73","0.34","0.07"
"3","H","WBA","yes",0,-1,1,"1.45","-0.31","-0.24"
"4","A","Ply","yes",3,1,1,"0.94","0.15","-0.09"
"5","A","Oxf","yes",0,-1,0,"0.80","0.28","0.19"
"6","H","Hul","yes",0,-2,1,"1.34","-0.21","-0.02"
"7","A","Mid","yes",0,-2,0,"0.76","0.31","0.29"
"8","H","Por","yes",3,5,6,"1.88","-0.70","-0.40"
"9","A","Swa","yes",1,0,0,"0.86","0.22","-0.18"
"10","H","Nor","yes",1,0,1,"1.63","-0.47","-0.66"
"11","H","Bri","yes",1,0,2,"1.49","-0.35","-1.00"
"12","A","ShU","yes",0,-2,0,"0.46","0.59","-0.42"
"13","H","Der","yes",3,1,2,"1.69","-0.52","-0.94"
"14","A","Bbn","yes",3,2,2,"0.73","0.34","-0.60"
"15","H","Mil","yes",1,0,1,"1.32","-0.19","-0.79"
"16","A","QPR","yes",1,0,1,"1.12","-0.01","-0.80"
"17","H","PNE","yes",1,0,0,"1.73","-0.56","-1.36"
"18","H","Bur","yes",0,-2,0,"0.51","0.54","-0.82"
"19","A","Sun","yes",0,-1,1,"0.63","0.43","-0.39"
"20","A","Lut","yes",0,-1,1,"0.94","0.15","-0.24"
"21","H","Car","yes",1,0,2,"1.74","-0.57","-0.81"
"22","A","ShW","yes",0,-2,0,"1.24","-0.12","-0.93"
"23","H","Lee","yes",0,-2,0,"0.72","0.35","-0.58"
"24","H","Sun","yes",3,1,1,"1.04","0.06","-0.52"
"25","A","Bur","yes",1,0,0,"0.40","0.64","0.12"
"26","H","Ply","yes",1,0,0,"1.99","-0.79","-0.68"
"27","A","WBA","yes",1,0,1,"0.70","0.37","-0.31"
"28","A","Por","yes",0,-2,1,"0.74","0.34","0.03"
"29","H","Oxf","yes",1,0,0,"1.83","-0.65","-0.62"
"30","A","Hul","yes",3,1,2,"1.37","-0.23","-0.86"
"31","A","Bri","yes",0,-2,0,"0.55","0.50","-0.35"
"32","H","Swa","yes",3,2,3,"1.37","-0.23","-0.58"
"33","A","Nor","yes",0,-2,2,"0.80","0.28","-0.31"
"34","H","Mid","yes",0,-2,1,"1.37","-0.23","-0.54"
"35","H","Wat","yes",1,0,0,"1.73","-0.56","-1.10"
"36","A","Cov","yes",0,-1,2,"0.58","0.48","-0.62"
"37","H","Bbn","yes",3,1,1,"1.32","-0.19","-0.81"
"38","A","Mil","yes",0,-1,0,"0.73","0.34","-0.47"
"39","H","QPR","yes",3,2,3,"1.29","-0.16","-0.63"
"40","A","PNE","yes",1,0,1,"0.98","0.12","-0.52"
"41","H","Lut","yes",1,0,1,"1.83","-0.65","-1.17"
"42","A","Car","yes",3,1,1,"1.21","-0.09","-1.26"
"43","H","ShW","yes",3,2,2,"1.09","0.02","-1.24"
"44","A","Lee","yes",0,-6,0,"0.24","0.78","-0.46"
"45","H","ShU","yes",0,-2,0,"0.69","0.38","-0.09"
"46","A","Der","yes",1,0,0,"1.01","0.09","-0.00"
