"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bet","yes",0,-1,1,"1.22","0.12","0.12"
"2","A","Mal","yes",3,1,1,"1.66","-0.19","-0.07"
"3","H","Bar","yes",0,-1,3,"0.49","0.65","0.58"
"4","A","Cad","yes",0,-2,1,"1.77","-0.27","0.31"
"5","H","Alm","yes",3,1,2,"2.04","-0.46","-0.16"
"6","A","Ray","yes",1,0,1,"1.95","-0.40","-0.56"
"7","H","Gir","yes",0,-1,1,"0.68","0.51","-0.05"
"8","A","Get","yes",1,0,0,"1.50","-0.08","-0.13"
"9","H","Lpa","yes",0,-1,1,"1.63","-0.17","-0.29"
"10","H","Ala","yes",1,0,1,"1.68","-0.20","-0.50"
"11","A","Gra","yes",3,1,3,"2.08","-0.49","-0.99"
"12","H","Bil","yes",0,-1,2,"1.06","0.24","-0.75"
"13","A","Atl","yes",0,-2,1,"0.41","0.70","-0.04"
"14","H","Osa","yes",3,2,3,"1.29","0.07","0.03"
"15","A","Sev","yes",1,0,1,"1.81","-0.30","-0.27"
"16","H","RSo","yes",0,-3,0,"0.88","0.37","0.10"
"17","A","RMa","yes",0,-3,1,"0.31","0.78","0.88"
"18","H","Cel","yes",3,1,3,"1.57","-0.13","0.75"
"19","A","Val","yes",0,-2,1,"1.44","-0.04","0.72"
"20","A","Lpa","yes",0,-3,0,"1.76","-0.26","0.45"
"21","H","Mal","yes",1,0,1,"1.75","-0.25","0.20"
"22","A","Bar","yes",3,2,5,"0.56","0.60","0.80"
"23","H","Cad","yes",1,0,0,"2.07","-0.48","0.32"
"24","A","Ala","yes",1,0,1,"1.40","-0.00","0.32"
"25","H","Get","yes",1,0,1,"1.74","-0.25","0.07"
"26","A","RSo","yes",3,2,3,"1.43","-0.02","0.05"
"27","H","Gra","yes",3,4,5,"2.53","-0.81","-0.77"
"28","A","Bet","yes",3,1,3,"1.22","0.12","-0.64"
"29","H","Val","yes",3,1,1,"1.45","-0.04","-0.68"
"30","H","Atl","yes",0,-1,1,"1.01","0.28","-0.40"
"31","A","Bil","yes",1,0,1,"0.78","0.44","0.04"
"32","A","Alm","yes",3,1,2,"2.38","-0.71","-0.67"
"33","H","Ray","yes",3,3,3,"1.52","-0.09","-0.76"
"34","A","Cel","yes",0,-1,2,"1.76","-0.26","-1.03"
"35","H","Sev","yes",3,1,3,"1.52","-0.09","-1.11"
"36","A","Gir","yes",3,1,1,"0.51","0.63","-0.48"
"37","H","RMa","yes",1,0,4,"0.32","0.77","0.29"
"38","A","Osa","yes",1,0,1,"1.80","-0.29","0.00"
