"","HA","vs","played","sched","cumulative"
"1","A","VVV","yes","-0.01","-0.01"
"2","H","AZA","yes","0.54","0.53"
"3","A","Twe","yes","-0.02","0.52"
"4","H","ADO","yes","-1.29","-0.77"
"5","H","PSV","yes","0.26","-0.51"
"6","A","Zwo","yes","-0.03","-0.54"
"7","A","Spa","yes","0.19","-0.35"
"8","H","Vit","yes","-0.15","-0.49"
"9","A","Gro","yes","0.31","-0.18"
"10","H","Ajx","yes","0.52","0.34"
"11","A","WII","yes","0.56","0.89"
"12","H","Her","yes","-0.33","0.56"
"13","A","Fey","yes","0.65","1.21"
"14","H","Emm","yes","-0.56","0.65"
"15","A","Utr","yes","0.42","1.07"
"16","H","Hee","yes","-0.39","0.69"
"17","A","Sit","yes","-0.10","0.58"
"18","H","Twe","yes","-0.71","-0.12"
"19","A","ADO","yes","-0.49","-0.61"
"20","H","VVV","yes","-0.69","-1.30"
"21","A","AZA","yes","0.76","-0.54"
"22","H","Zwo","yes","-0.72","-1.26"
"23","A","Ajx","yes","0.75","-0.51"
"24","H","Spa","yes","-0.41","-0.92"
"25","H","Utr","yes","-0.06","-0.97"
"26","A","Her","no","0.24","-0.73"
"27","H","Gro","no","-0.23","-0.96"
"28","A","Hee","no","0.21","-0.75"
"29","H","Fey","no","0.34","-0.41"
"30","A","Vit","no","0.36","-0.05"
"31","H","WII","no","0.17","0.13"
"32","A","Emm","no","0.09","0.21"
"33","H","Sit","no","-0.82","-0.61"
"34","A","PSV","no","0.61","0.00"
