"","HA","vs","played","sched","cumulative"
"1","A","Emm","yes","0.08","0.08"
"2","H","Twe","yes","-0.34","-0.26"
"3","A","AZA","yes","0.63","0.37"
"4","H","Her","yes","-0.28","0.09"
"5","A","VVV","yes","0.00","0.09"
"6","H","Zwo","yes","-0.44","-0.35"
"7","A","PSV","yes","0.48","0.14"
"8","A","Ajx","yes","0.76","0.89"
"9","H","RKC","yes","-0.73","0.17"
"10","H","Spa","yes","-0.30","-0.14"
"11","A","Hee","yes","0.08","-0.06"
"12","H","WII","yes","0.04","-0.02"
"13","A","Vit","yes","0.34","0.32"
"14","H","Fey","yes","0.22","0.54"
"15","A","Sit","yes","-0.08","0.46"
"16","H","Utr","yes","-0.04","0.41"
"17","A","ADO","yes","-0.28","0.13"
"18","H","Emm","yes","-0.31","-0.17"
"19","A","Twe","yes","0.04","-0.14"
"20","H","Ajx","yes","0.52","0.38"
"21","A","Zwo","yes","-0.09","0.29"
"22","H","Vit","yes","-0.05","0.24"
"23","A","Spa","yes","0.08","0.33"
"24","H","VVV","yes","-0.37","-0.04"
"25","A","WII","no","0.42","0.38"
"26","H","PSV","no","0.12","0.49"
"27","A","RKC","no","-0.51","-0.02"
"28","H","AZA","no","0.32","0.31"
"29","A","Utr","no","0.35","0.65"
"30","H","Hee","no","-0.30","0.35"
"31","H","Sit","no","-0.44","-0.09"
"32","A","Fey","no","0.56","0.47"
"33","H","ADO","no","-0.58","-0.11"
"34","A","Her","no","0.11","0.00"
