"","HA","vs","played","sched","cumulative"
"1","A","Her","yes","0.13","0.13"
"2","H","Fey","yes","0.23","0.36"
"3","A","Emm","yes","0.03","0.39"
"4","H","Twe","yes","-0.39","0.01"
"5","H","Sit","yes","-0.50","-0.49"
"6","A","Ajx","yes","0.78","0.29"
"7","H","Utr","yes","-0.03","0.26"
"8","A","VVV","yes","-0.07","0.19"
"9","H","Zwo","yes","-0.51","-0.32"
"10","A","AZA","yes","0.67","0.34"
"11","H","Gro","yes","-0.08","0.26"
"12","A","ADO","yes","-0.34","-0.08"
"13","H","Spa","yes","-0.34","-0.41"
"14","A","PSV","yes","0.52","0.11"
"15","H","Vit","yes","-0.04","0.07"
"16","A","RKC","yes","-0.62","-0.55"
"17","H","WII","yes","0.12","-0.43"
"18","H","Her","yes","-0.31","-0.74"
"19","A","Fey","yes","0.58","-0.16"
"20","H","AZA","yes","0.37","0.21"
"21","A","Sit","yes","-0.07","0.14"
"22","H","VVV","yes","-0.50","-0.36"
"23","A","Vit","yes","0.38","0.02"
"24","H","ADO","no","-0.71","-0.69"
"25","A","Twe","no","0.05","-0.64"
"26","H","Ajx","no","0.56","-0.08"
"27","A","WII","no","0.50","0.43"
"28","H","RKC","no","-0.91","-0.48"
"29","A","Spa","no","0.10","-0.38"
"30","A","Gro","no","0.34","-0.04"
"31","H","Emm","no","-0.41","-0.44"
"32","A","Zwo","no","-0.09","-0.53"
"33","H","PSV","no","0.15","-0.38"
"34","A","Utr","no","0.38","0.00"
