"","HA","vs","played","sched","cumulative"
"1","A","Twe","yes","-0.02","-0.02"
"2","H","ADO","yes","-0.39","-0.41"
"3","A","Her","yes","0.11","-0.30"
"4","A","RKC","yes","-0.34","-0.65"
"5","H","Vit","yes","-0.08","-0.73"
"6","H","Ajx","yes","0.43","-0.30"
"7","H","Gro","yes","-0.13","-0.42"
"8","A","Zwo","yes","-0.06","-0.48"
"9","H","VVV","yes","-0.34","-0.82"
"10","A","Utr","yes","0.27","-0.55"
"11","H","AZA","yes","0.33","-0.22"
"12","A","Spa","yes","0.04","-0.18"
"13","A","WII","yes","0.42","0.24"
"14","H","Hee","yes","-0.20","0.04"
"15","A","Emm","yes","-0.04","0.01"
"16","H","Sit","yes","-0.30","-0.30"
"17","A","Fey","yes","0.44","0.15"
"18","H","Zwo","yes","-0.31","-0.16"
"19","A","VVV","yes","-0.11","-0.27"
"20","H","Twe","yes","-0.28","-0.55"
"21","A","Ajx","yes","0.70","0.15"
"22","H","WII","yes","0.09","0.23"
"23","A","ADO","no","-0.19","0.04"
"24","A","Vit","no","0.24","0.28"
"25","H","Fey","no","0.11","0.40"
"26","A","Gro","no","0.19","0.59"
"27","H","Emm","no","-0.29","0.29"
"28","A","Sit","no","-0.05","0.24"
"29","H","Her","no","-0.19","0.05"
"30","H","Spa","no","-0.24","-0.19"
"31","A","AZA","no","0.63","0.44"
"32","H","Utr","no","-0.05","0.38"
"33","A","Hee","no","0.10","0.48"
"34","H","RKC","no","-0.48","-0.00"
