"","HA","vs","played","sched","cumulative"
"1","A","AZA","yes","0.70","0.70"
"2","H","Her","yes","-0.25","0.45"
"3","H","WII","yes","0.13","0.59"
"4","A","Hee","yes","0.13","0.71"
"5","H","Twe","yes","-0.48","0.23"
"6","A","Vit","yes","0.38","0.61"
"7","A","Ajx","yes","0.76","1.37"
"8","H","Spa","yes","-0.40","0.97"
"9","H","Fey","yes","0.30","1.27"
"10","A","Emm","yes","0.12","1.40"
"11","H","VVV","yes","-0.50","0.90"
"12","A","Utr","yes","0.45","1.35"
"13","H","ADO","yes","-0.89","0.46"
"14","A","Zwo","yes","-0.10","0.36"
"15","H","Gro","yes","-0.20","0.16"
"16","A","PSV","yes","0.59","0.75"
"17","H","RKC","yes","-1.20","-0.44"
"18","A","WII","yes","0.53","0.08"
"19","H","Vit","yes","-0.08","0.00"
"20","A","Spa","yes","0.12","0.13"
"21","H","Hee","yes","-0.39","-0.27"
"22","A","Her","yes","0.25","-0.02"
"23","H","Emm","yes","-0.40","-0.42"
"24","A","Fey","yes","0.63","0.22"
"25","A","VVV","no","0.03","0.24"
"26","H","Zwo","no","-0.64","-0.39"
"27","A","ADO","no","-0.38","-0.77"
"28","H","PSV","no","0.24","-0.53"
"29","A","Twe","no","0.04","-0.49"
"30","H","Utr","no","0.02","-0.46"
"31","A","Gro","no","0.29","-0.18"
"32","H","AZA","no","0.42","0.25"
"33","A","RKC","no","-0.77","-0.53"
"34","H","Ajx","no","0.53","-0.00"
