"","HA","vs","played","sched","cumulative"
"1","A","ADO","yes","-0.24","-0.24"
"2","H","Zwo","yes","-0.38","-0.62"
"3","A","Fey","yes","0.52","-0.10"
"4","H","VVV","yes","-0.32","-0.42"
"5","A","Twe","yes","0.00","-0.41"
"6","H","Emm","yes","-0.27","-0.68"
"7","A","Hee","yes","0.06","-0.62"
"8","H","WII","yes","0.05","-0.57"
"9","A","Vit","yes","0.27","-0.30"
"10","H","PSV","yes","0.13","-0.17"
"11","A","Spa","yes","0.06","-0.11"
"12","H","Sit","yes","-0.37","-0.48"
"13","A","Ajx","yes","0.68","0.20"
"14","H","AZA","yes","0.29","0.49"
"15","H","RKC","yes","-0.59","-0.10"
"16","A","Gro","yes","0.19","0.09"
"17","A","Her","yes","0.15","0.24"
"18","H","Fey","yes","0.18","0.42"
"19","A","Zwo","yes","-0.09","0.33"
"20","H","ADO","yes","-0.48","-0.15"
"21","A","VVV","yes","-0.01","-0.16"
"22","H","Ajx","no","0.39","0.24"
"23","A","WII","yes","0.41","0.65"
"24","H","Twe","yes","-0.31","0.34"
"25","A","RKC","no","-0.42","-0.09"
"26","H","Spa","no","-0.27","-0.36"
"27","H","Vit","no","-0.09","-0.45"
"28","A","Emm","no","0.06","-0.39"
"29","H","Gro","no","-0.16","-0.55"
"30","A","Sit","no","-0.08","-0.63"
"31","H","Her","no","-0.19","-0.82"
"32","A","PSV","no","0.48","-0.34"
"33","A","AZA","no","0.61","0.27"
"34","H","Hee","no","-0.27","-0.00"
