"","HA","vs","played","sched","cumulative"
"1","A","Fey","yes","0.59","0.59"
"2","H","VVV","yes","-0.47","0.11"
"3","A","ADO","yes","-0.32","-0.21"
"4","A","Zwo","yes","-0.03","-0.24"
"5","H","Ajx","yes","0.45","0.21"
"6","A","AZA","yes","0.72","0.93"
"7","H","RKC","yes","-0.82","0.11"
"8","A","Sit","yes","-0.10","0.01"
"9","H","Twe","yes","-0.47","-0.46"
"10","A","Gro","yes","0.24","-0.21"
"11","H","Utr","yes","-0.08","-0.29"
"12","H","PSV","yes","0.17","-0.12"
"13","A","Hee","yes","0.13","0.01"
"14","H","Vit","yes","-0.11","-0.11"
"15","A","WII","yes","0.48","0.38"
"16","H","Her","yes","-0.26","0.12"
"17","A","Emm","yes","0.10","0.22"
"18","H","AZA","yes","0.45","0.67"
"19","A","Ajx","yes","0.72","1.39"
"20","H","Sit","yes","-0.52","0.87"
"21","A","Twe","yes","-0.04","0.82"
"22","H","ADO","yes","-0.69","0.13"
"23","H","Gro","yes","-0.19","-0.06"
"24","A","RKC","yes","-0.50","-0.56"
"25","H","Emm","yes","-0.34","-0.90"
"26","A","Utr","no","0.34","-0.56"
"27","H","Fey","no","0.24","-0.32"
"28","A","Her","no","0.18","-0.13"
"29","H","Hee","no","-0.31","-0.44"
"30","A","PSV","no","0.54","0.09"
"31","H","Zwo","no","-0.46","-0.37"
"32","A","Vit","no","0.31","-0.05"
"33","H","WII","no","0.10","0.05"
"34","A","VVV","no","-0.05","-0.00"
