"","HA","vs","played","sched","cumulative"
"1","A","Zwo","yes","-0.08","-0.08"
"2","H","Vit","yes","-0.06","-0.14"
"3","A","Sit","yes","-0.08","-0.21"
"4","H","Emm","yes","-0.25","-0.46"
"5","H","Fey","yes","0.17","-0.30"
"6","A","Her","yes","0.08","-0.22"
"7","H","VVV","yes","-0.30","-0.51"
"8","A","Utr","yes","0.29","-0.22"
"9","H","AZA","yes","0.26","0.04"
"10","A","Twe","yes","0.02","0.06"
"11","H","RKC","yes","-0.53","-0.47"
"12","A","Gro","yes","0.20","-0.27"
"13","H","PSV","yes","0.08","-0.19"
"14","A","ADO","yes","-0.23","-0.42"
"15","H","Spa","yes","-0.25","-0.66"
"16","A","Ajx","yes","0.72","0.05"
"17","A","Hee","yes","0.05","0.10"
"18","H","Sit","yes","-0.34","-0.24"
"19","A","AZA","yes","0.58","0.34"
"20","H","Zwo","yes","-0.35","-0.00"
"21","H","Her","yes","-0.23","-0.23"
"22","A","PSV","yes","0.43","0.19"
"23","H","Utr","yes","-0.05","0.14"
"24","A","Emm","yes","0.05","0.20"
"25","H","Gro","no","-0.13","0.06"
"26","A","Fey","no","0.50","0.56"
"27","H","Hee","no","-0.25","0.31"
"28","A","Vit","no","0.29","0.60"
"29","A","VVV","no","-0.01","0.59"
"30","H","ADO","no","-0.44","0.15"
"31","A","RKC","no","-0.39","-0.24"
"32","H","Ajx","no","0.46","0.22"
"33","A","Spa","no","0.06","0.27"
"34","H","Twe","no","-0.27","-0.00"
