"","HA","vs","played","sched","cumulative"
"1","H","WII","yes","0.12","0.12"
"2","A","Utr","yes","0.38","0.50"
"3","A","Vit","yes","0.35","0.85"
"4","H","Spa","yes","-0.33","0.52"
"5","A","Emm","yes","0.12","0.64"
"6","H","RKC","yes","-1.02","-0.38"
"7","A","Gro","yes","0.27","-0.11"
"8","H","PSV","yes","0.20","0.10"
"9","A","Hee","yes","0.15","0.25"
"10","H","ADO","yes","-0.84","-0.59"
"11","A","Her","yes","0.21","-0.38"
"12","H","Ajx","yes","0.49","0.11"
"13","A","Twe","yes","-0.04","0.07"
"14","H","Sit","yes","-0.61","-0.54"
"15","A","Fey","yes","0.62","0.08"
"16","H","AZA","yes","0.49","0.57"
"17","A","VVV","yes","-0.04","0.53"
"18","A","PSV","yes","0.57","1.10"
"19","H","Utr","yes","-0.07","1.02"
"20","A","WII","yes","0.52","1.54"
"21","H","Gro","yes","-0.20","1.34"
"22","A","RKC","yes","-0.59","0.75"
"23","H","Fey","yes","0.28","1.03"
"24","A","AZA","yes","0.74","1.77"
"25","H","Vit","yes","-0.11","1.66"
"26","A","Sit","yes","-0.10","1.56"
"27","H","Her","no","-0.28","1.28"
"28","H","VVV","no","-0.55","0.73"
"29","A","Ajx","no","0.74","1.47"
"30","H","Twe","no","-0.55","0.93"
"31","A","Spa","no","0.17","1.09"
"32","H","Hee","no","-0.34","0.75"
"33","H","Emm","no","-0.38","0.36"
"34","A","ADO","no","-0.36","0.00"
