"","HA","vs","played","sched","cumulative"
"1","H","Utr","yes","0.01","0.01"
"2","A","PSV","yes","0.59","0.60"
"3","H","Spa","yes","-0.42","0.18"
"4","A","RKC","yes","-0.98","-0.80"
"5","H","VVV","yes","-0.70","-1.50"
"6","A","Fey","yes","0.64","-0.86"
"7","H","AZA","yes","0.46","-0.40"
"8","A","Emm","yes","0.06","-0.33"
"9","H","Ajx","yes","0.64","0.31"
"10","A","Zwo","yes","-0.09","0.22"
"11","A","Vit","yes","0.45","0.67"
"12","H","Hee","yes","-0.38","0.29"
"13","A","Sit","yes","-0.06","0.23"
"14","H","WII","yes","0.20","0.43"
"15","A","Her","yes","0.18","0.61"
"16","H","Twe","yes","-0.51","0.10"
"17","H","Gro","yes","-0.06","0.05"
"18","A","Ajx","yes","0.82","0.87"
"19","H","RKC","yes","-1.60","-0.74"
"20","A","Utr","yes","0.46","-0.28"
"21","H","Vit","yes","0.00","-0.27"
"22","A","Spa","yes","0.15","-0.12"
"23","H","PSV","yes","0.23","0.11"
"24","A","Hee","no","0.19","0.30"
"25","H","Her","no","-0.38","-0.09"
"26","A","AZA","no","0.72","0.64"
"27","H","Sit","no","-0.70","-0.06"
"28","A","Twe","no","0.09","0.03"
"29","H","Emm","no","-0.54","-0.51"
"30","A","WII","no","0.57","0.06"
"31","H","Fey","no","0.32","0.38"
"32","A","VVV","no","-0.07","0.32"
"33","A","Gro","no","0.41","0.73"
"34","H","Zwo","no","-0.73","0.00"
