"","HA","vs","played","sched","cumulative"
"1","H","Hee","yes","-0.32","-0.32"
"2","A","Sit","yes","-0.08","-0.41"
"3","H","PSV","yes","0.18","-0.23"
"4","H","Vit","yes","-0.09","-0.32"
"5","A","Gro","yes","0.26","-0.06"
"6","H","WII","yes","0.05","-0.01"
"7","A","Twe","yes","0.02","0.01"
"8","A","AZA","yes","0.66","0.67"
"9","H","Emm","yes","-0.33","0.34"
"10","A","Fey","yes","0.58","0.92"
"11","H","Zwo","yes","-0.49","0.43"
"12","A","RKC","yes","-0.56","-0.13"
"13","H","VVV","yes","-0.40","-0.53"
"14","A","Ajx","yes","0.72","0.20"
"15","H","ADO","yes","-0.64","-0.44"
"16","A","Spa","yes","0.09","-0.35"
"17","H","Utr","yes","-0.01","-0.37"
"18","A","Hee","yes","0.09","-0.28"
"19","A","Emm","yes","0.09","-0.19"
"20","H","Fey","yes","0.23","0.05"
"21","A","WII","yes","0.44","0.49"
"22","H","Sit","yes","-0.47","0.02"
"23","A","VVV","yes","0.01","0.03"
"24","H","Ajx","yes","0.46","0.49"
"25","A","ADO","no","-0.30","0.18"
"26","H","RKC","no","-0.81","-0.63"
"27","A","Zwo","no","-0.10","-0.73"
"28","H","Spa","no","-0.33","-1.06"
"29","A","PSV","no","0.54","-0.52"
"30","H","AZA","no","0.35","-0.17"
"31","A","Utr","no","0.39","0.22"
"32","H","Twe","no","-0.39","-0.16"
"33","A","Vit","no","0.32","0.16"
"34","H","Gro","no","-0.16","0.00"
