"","HA","vs","played","sched","cumulative"
"1","H","Hud",1,-0.68,-0.68
"2","A","Liv",1,0.77,0.08
"3","H","Swa",1,-0.79,-0.71
"4","A","Bur",1,0.38,-0.32
"5","H","Sot",1,-0.71,-1.03
"6","A","MnC",1,1.05,0.02
"7","A","MnU",1,0.85,0.87
"8","H","Che",1,0.19,1.06
"9","A","New",1,0.14,1.2
"10","H","WHU",1,-0.55,0.64
"11","A","Tot",1,0.8,1.44
"12","H","Eve",1,-0.37,1.07
"13","H","Sto",1,-0.79,0.28
"14","A","BHA",1,0.03,0.32
"15","A","WBA",1,-0.24,0.08
"16","H","Bou",1,-0.5,-0.42
"17","H","Wat",1,-0.58,-1
"18","A","Lei",1,0.22,-0.78
"19","A","Swa",1,-0.18,-0.96
"20","H","Ars",1,0.01,-0.95
"21","H","MnC",1,0.89,-0.06
"22","A","Sot",1,-0.08,-0.15
"23","H","Bur",1,-0.24,-0.38
"24","A","Ars",1,0.57,0.19
"25","A","WHU",1,0.09,0.27
"26","H","New",1,-0.5,-0.23
"27","A","Eve",1,0.27,0.04
"28","H","Tot",1,0.37,0.41
"29","H","MnU",1,0.47,0.88
"30","A","Che",1,0.69,1.57
"31","A","Hud",1,-0.05,1.52
"32","H","Liv",1,0.32,1.84
"33","A","Bou",1,0.14,1.98
"34","H","BHA",1,-0.61,1.38
"35","A","Wat",1,0.06,1.44
"36","H","Lei",1,-0.42,1.02
"37","A","Sto",1,-0.18,0.84
"38","H","WBA",1,-0.84,0
