"","HA","vs","played","sched","cumulative"
"1","A","Sot",1,-0.07,-0.07
"2","H","MnU",1,0.39,0.33
"3","A","Pal",1,-0.11,0.21
"4","H","New",1,-0.6,-0.39
"5","A","Tot",1,0.43,0.04
"6","H","Wat",1,-0.31,-0.27
"7","A","WHU",1,-0.08,-0.35
"8","H","Hud",1,-0.29,-0.64
"9","H","Lei",1,-0.06,-0.7
"10","A","Ars",1,0.42,-0.28
"11","H","BHA",1,-0.43,-0.7
"12","A","Bur",1,0.36,-0.34
"13","H","Bou",1,-0.56,-0.9
"14","A","Che",1,0.49,-0.41
"15","A","Sto",1,-0.03,-0.44
"16","H","WBA",1,-0.78,-1.23
"17","H","MnC",1,0.6,-0.62
"18","A","Eve",1,0.26,-0.37
"19","H","Pal",1,-0.62,-0.99
"20","A","Liv",0,0.44,-0.55
"21","A","Wat",0,0.12,-0.42
"22","H","Tot",0,0.2,-0.23
"23","A","New",0,-0.1,-0.33
"24","H","Liv",0,0.22,-0.1
"25","H","Ars",0,0.19,0.08
"26","A","Lei",0,0.29,0.37
"27","H","Bur",0,0.07,0.44
"28","A","BHA",0,0.04,0.49
"29","H","WHU",0,-0.58,-0.09
"30","A","Hud",0,0.14,0.05
"31","H","Sot",0,-0.56,-0.52
"32","A","MnU",0,0.52,0
"33","A","WBA",0,-0.26,-0.25
"34","H","Eve",0,-0.11,-0.36
"35","A","MnC",0,0.62,0.26
"36","H","Che",0,0.32,0.58
"37","A","Bou",0,-0.06,0.52
"38","H","Sto",0,-0.52,0
