"","HA","vs","played","sched","cumulative"
"1","A","Eve",1,0.21,0.21
"2","H","Ars",1,-0.05,0.16
"3","A","WBA",1,0.18,0.34
"4","H","MnU",1,0.73,1.07
"5","A","New",1,0.32,1.39
"6","H","Che",1,0.06,1.45
"7","H","Sot",1,-0.66,0.79
"8","A","MnC",1,1.16,1.96
"9","H","Bou",0,-1.06,0.89
"10","A","Wat",0,0.77,1.66
"11","H","Lei",0,-0.89,0.77
"12","A","BHA",0,0.05,0.82
"13","A","Pal",0,-0.87,-0.04
"14","H","Liv",0,0.25,0.21
"15","H","Swa",0,-0.69,-0.48
"16","A","Tot",0,0.8,0.33
"17","A","Bur",0,0.56,0.88
"18","H","WHU",0,-0.56,0.32
"19","H","WBA",0,-0.47,-0.14
"20","A","Hud",0,-0.15,-0.29
"21","A","Che",0,0.64,0.35
"22","H","New",0,-0.32,0.03
"23","A","MnU",0,1.02,1.05
"24","H","Hud",0,-0.75,0.3
"25","H","Wat",0,0.27,0.57
"26","A","Bou",0,-0.59,-0.02
"27","H","BHA",0,-0.59,-0.61
"28","A","Lei",0,-0.33,-0.94
"29","A","Sot",0,-0.04,-0.98
"30","H","MnC",0,1.05,0.07
"31","H","Eve",0,-0.44,-0.36
"32","A","Ars",0,0.55,0.19
"33","H","Tot",0,0.32,0.51
"34","A","WHU",0,0.08,0.59
"35","H","Bur",0,-0.05,0.55
"36","A","Liv",0,0.76,1.31
"37","H","Pal",0,-1.24,0.07
"38","A","Swa",0,-0.07,0
