"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Spa","yes",1,0,0,"1.25","-0.12","-0.12"
"2","H","PSV","yes",0,-2,1,"0.48","0.57","0.45"
"3","H","Wil","yes",1,0,1,"1.77","-0.58","-0.13"
"4","A","Zwo","yes",0,-3,0,"0.87","0.22","0.09"
"5","H","Alm","yes",1,0,0,"1.97","-0.76","-0.67"
"6","A","NEC","yes",3,1,2,"0.92","0.18","-0.49"
"7","H","Hee","yes",3,1,2,"2.22","-0.99","-1.48"
"8","A","GoA","yes",0,-3,1,"0.48","0.57","-0.91"
"9","H","Ajx","yes",0,-1,3,"0.52","0.53","-0.37"
"10","A","Twe","yes",0,-5,0,"0.47","0.58","0.20"
"11","H","NAC","yes",3,2,2,"2.07","-0.86","-0.65"
"12","A","Utr","yes",0,-1,0,"0.62","0.44","-0.21"
"13","H","RKC","yes",1,0,2,"2.22","-0.99","-1.20"
"14","A","AZA","yes",0,-1,0,"0.71","0.36","-0.84"
"15","H","Sit","yes",1,0,2,"1.61","-0.44","-1.27"
"16","A","Fey","yes",0,-3,2,"0.40","0.65","-0.63"
"17","H","Spa","yes",1,0,1,"1.31","-0.17","-0.80"
"18","A","Alm","yes",3,2,2,"1.73","-0.55","-1.35"
"19","H","Utr","yes",1,0,1,"0.62","0.45","-0.90"
"20","H","Gro","yes",1,0,1,"2.07","-0.85","-1.76"
"21","A","NAC","yes",1,0,1,"0.93","0.16","-1.59"
"22","H","GoA","yes",3,2,4,"1.53","-0.37","-1.96"
"23","A","Ajx","yes",0,-4,0,"0.22","0.80","-1.16"
"24","H","Zwo","yes",3,2,4,"1.61","-0.44","-1.59"
"25","A","Sit","yes",0,-1,0,"0.87","0.22","-1.37"
"26","A","Hee","yes",1,0,1,"0.40","0.64","-0.73"
"27","H","Twe","yes",3,1,2,"1.35","-0.20","-0.94"
"28","A","RKC","yes",1,0,0,"1.29","-0.15","-1.09"
"29","H","AZA","yes",3,1,1,"0.85","0.24","-0.85"
"30","A","Gro","yes",0,-3,1,"0.64","0.43","-0.43"
"31","H","Fey","yes",0,-3,1,"0.70","0.37","-0.05"
"32","A","Wil","yes",3,1,2,"1.66","-0.48","-0.53"
"33","A","PSV","yes",0,-3,1,"0.22","0.80","0.27"
"34","H","NEC","yes",0,-1,1,"1.42","-0.27","0.00"
