"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","RKC","yes",3,4,5,"2.79","-0.24","-0.24"
"2","A","Her","yes",3,2,3,"2.34","-0.04","-0.28"
"3","A","Alm","yes",3,6,7,"2.67","-0.19","-0.47"
"4","H","GoA","yes",3,3,3,"2.51","-0.12","-0.58"
"5","H","NEC","yes",3,2,2,"2.66","-0.18","-0.76"
"6","A","Sit","yes",3,2,3,"2.30","-0.02","-0.79"
"7","A","Wil","yes",3,2,2,"2.50","-0.11","-0.90"
"8","H","Spa","yes",3,1,2,"2.60","-0.15","-1.05"
"9","A","AZA","yes",3,1,2,"1.80","0.20","-0.85"
"10","H","Zwo","yes",3,6,6,"2.62","-0.16","-1.01"
"11","A","Ajx","yes",0,-1,2,"0.49","0.78","-0.23"
"12","A","NAC","yes",3,3,3,"1.97","0.12","-0.11"
"13","H","Gro","yes",3,5,5,"2.74","-0.22","-0.32"
"14","A","Utr","yes",3,3,5,"2.03","0.10","-0.23"
"15","H","Twe","yes",3,5,6,"2.44","-0.08","-0.31"
"16","A","Hee","yes",0,-1,0,"1.89","0.16","-0.15"
"17","H","Fey","yes",3,3,3,"2.20","0.03","-0.12"
"18","H","AZA","yes",1,0,2,"2.10","0.07","-0.06"
"19","A","Zwo","yes",0,-2,1,"2.23","0.01","-0.05"
"20","H","NAC","yes",3,1,3,"2.72","-0.21","-0.25"
"21","A","NEC","yes",1,0,3,"2.27","-0.01","-0.26"
"22","H","Wil","yes",1,0,1,"2.52","-0.12","-0.38"
"23","H","Utr","yes",1,0,2,"1.60","0.29","-0.09"
"24","A","GoA","no",NA,NA,NA,"1.89","0.16","0.07"
"25","H","Hee","no",NA,NA,NA,"2.73","-0.21","-0.14"
"26","A","RKC","no",NA,NA,NA,"2.53","-0.12","-0.27"
"27","H","Ajx","no",NA,NA,NA,"1.68","0.25","-0.01"
"28","A","Gro","no",NA,NA,NA,"2.06","0.08","0.07"
"29","H","Alm","no",NA,NA,NA,"2.77","-0.23","-0.16"
"30","A","Twe","no",NA,NA,NA,"1.45","0.36","0.20"
"31","H","Sit","no",NA,NA,NA,"2.59","-0.15","0.05"
"32","A","Fey","no",NA,NA,NA,"1.56","0.31","0.35"
"33","H","Her","no",NA,NA,NA,"2.68","-0.19","0.16"
"34","A","Spa","no",NA,NA,NA,"2.62","-0.16","-0.00"
