"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Ajx","yes",0,-1,0,"0.12","0.91","0.91"
"2","H","Utr","yes",1,0,1,"1.28","-0.01","0.90"
"3","H","NAC","yes",3,4,4,"2.56","-1.03","-0.13"
"4","A","AZA","yes",0,-8,1,"0.39","0.69","0.56"
"5","A","Twe","yes",0,-2,0,"0.25","0.80","1.36"
"6","H","Gro","yes",3,1,2,"2.56","-1.03","0.34"
"7","A","Her","yes",0,-1,1,"0.50","0.61","0.94"
"8","H","Zwo","yes",1,0,1,"2.28","-0.80","0.14"
"9","A","NEC","yes",0,-3,0,"0.52","0.59","0.73"
"10","H","Spa","yes",3,2,2,"2.05","-0.62","0.10"
"11","A","Sit","yes",0,-3,0,"0.49","0.61","0.72"
"12","H","GoA","yes",3,1,1,"2.23","-0.76","-0.04"
"13","A","Fey","yes",0,-3,0,"0.21","0.83","0.79"
"14","H","RKC","yes",1,0,1,"2.64","-1.09","-0.30"
"15","A","Wil","yes",3,1,2,"1.11","0.12","-0.18"
"16","H","PSV","yes",3,1,1,"1.06","0.16","-0.01"
"17","A","Alm","yes",0,-3,0,"1.19","0.06","0.04"
"18","A","NAC","yes",3,2,4,"0.53","0.58","0.62"
"19","H","Ajx","yes",0,-2,0,"1.13","0.11","0.73"
"20","A","Gro","yes",0,-1,0,"0.35","0.72","1.46"
"21","H","Sit","yes",1,0,2,"2.28","-0.80","0.66"
"22","H","Twe","yes",1,0,3,"2.08","-0.65","0.01"
"23","A","Zwo","yes",1,0,1,"0.49","0.61","0.62"
"24","H","AZA","yes",3,2,3,"1.60","-0.26","0.36"
"25","A","PSV","yes",0,-1,1,"0.12","0.91","1.26"
"26","H","Her","yes",1,0,1,"2.40","-0.90","0.36"
"27","A","Utr","yes",0,-2,0,"0.34","0.73","1.10"
"28","H","Wil","yes",3,2,3,"2.38","-0.89","0.21"
"29","A","Spa","yes",0,-2,1,"0.76","0.40","0.61"
"30","H","Alm","yes",3,1,2,"2.51","-0.98","-0.37"
"31","H","NEC","yes",3,1,1,"2.14","-0.69","-1.07"
"32","A","RKC","yes",0,-2,1,"0.79","0.38","-0.69"
"33","A","GoA","yes",0,-1,0,"0.25","0.80","0.11"
"34","H","Fey","yes",3,2,2,"1.40","-0.11","-0.00"
