"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","NAC","yes",3,3,4,"2.32","-1.02","-1.02"
"2","A","RKC","yes",3,1,2,"0.97","0.16","-0.87"
"3","H","AZA","yes",1,0,0,"1.15","-0.01","-0.87"
"4","A","Alm","yes",1,0,1,"1.40","-0.22","-1.09"
"5","H","Fey","yes",1,0,2,"0.97","0.15","-0.94"
"6","A","Hee","yes",0,-1,1,"0.27","0.76","-0.18"
"7","H","GoA","yes",0,-1,0,"1.85","-0.62","-0.79"
"8","A","Ajx","yes",0,-2,1,"0.15","0.87","0.08"
"9","H","Utr","yes",0,-1,0,"0.86","0.25","0.32"
"10","A","Sit","yes",0,-1,0,"0.62","0.46","0.78"
"11","A","NEC","yes",0,-6,0,"0.66","0.43","1.21"
"12","H","Spa","yes",3,1,1,"1.64","-0.43","0.78"
"13","A","PSV","yes",0,-5,0,"0.15","0.87","1.65"
"14","H","Wil","yes",3,2,2,"2.06","-0.80","0.85"
"15","H","Zwo","yes",1,0,0,"1.92","-0.68","0.17"
"16","A","Twe","yes",0,-2,0,"0.32","0.72","0.89"
"17","H","Alm","yes",1,0,0,"2.24","-0.95","-0.06"
"18","A","GoA","yes",0,-1,1,"0.33","0.72","0.66"
"19","H","Hee","yes",3,1,1,"2.44","-1.12","-0.47"
"20","A","Her","yes",1,0,1,"0.62","0.46","-0.01"
"21","A","Spa","yes",0,-1,0,"0.94","0.18","0.17"
"22","H","NEC","yes",3,1,2,"1.75","-0.53","-0.35"
"23","A","Wil","yes",3,2,3,"1.32","-0.15","-0.50"
"24","H","Twe","yes",1,0,1,"1.68","-0.46","-0.96"
"25","H","Sit","yes",3,1,1,"1.92","-0.68","-1.64"
"26","A","NAC","yes",1,0,1,"0.67","0.42","-1.22"
"27","A","Fey","yes",0,-3,1,"0.27","0.76","-0.46"
"28","H","PSV","yes",0,-2,1,"0.69","0.40","-0.06"
"29","A","Utr","yes",0,-2,1,"0.43","0.63","0.57"
"30","H","Her","yes",3,3,4,"2.09","-0.82","-0.26"
"31","H","RKC","yes",3,5,6,"2.44","-1.12","-1.38"
"32","A","AZA","yes",0,-3,0,"0.50","0.57","-0.81"
"33","H","Ajx","yes",1,0,2,"0.74","0.35","-0.46"
"34","A","Zwo","yes",0,-2,0,"0.62","0.46","-0.00"
