"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Fey","yes",1,0,1,"0.42","0.51","0.51"
"2","H","GoA","yes",3,2,2,"0.71","0.18","0.69"
"3","A","Her","yes",1,0,1,"0.94","-0.08","0.61"
"4","H","Spa","yes",0,-1,1,"0.80","0.07","0.69"
"5","H","RKC","yes",3,3,3,"1.54","-0.77","-0.09"
"6","A","Utr","yes",0,-1,2,"0.82","0.06","-0.03"
"7","H","PSV","yes",0,-2,0,"0.30","0.66","0.63"
"8","A","Alm","yes",3,1,1,"1.83","-1.11","-0.48"
"9","H","Sit","yes",1,0,0,"0.90","-0.03","-0.51"
"10","A","Ajx","yes",0,-1,0,"0.14","0.84","0.33"
"11","H","Twe","yes",0,-1,0,"0.78","0.10","0.43"
"12","A","AZA","yes",3,1,2,"0.70","0.19","0.62"
"13","H","NAC","yes",1,0,2,"1.36","-0.57","0.05"
"14","A","Gro","yes",0,-2,0,"0.82","0.06","0.11"
"15","H","Hee","yes",0,-1,1,"1.41","-0.62","-0.51"
"16","A","Zwo","yes",3,1,1,"0.98","-0.13","-0.64"
"17","H","NEC","yes",3,3,4,"0.94","-0.09","-0.72"
"18","A","Twe","yes",0,-4,2,"0.49","0.43","-0.29"
"19","H","Fey","yes",1,0,1,"0.34","0.61","0.32"
"20","A","RKC","yes",0,-2,0,"1.61","-0.85","-0.53"
"21","H","AZA","yes",0,-2,0,"0.48","0.44","-0.09"
"22","A","PSV","yes",1,0,1,"0.28","0.68","0.60"
"23","H","Gro","yes",0,-2,1,"1.31","-0.50","0.09"
"24","A","Spa","yes",0,-4,0,"1.49","-0.71","-0.62"
"25","H","Utr","yes",0,-1,2,"0.21","0.76","0.14"
"26","A","GoA","yes",0,-1,0,"0.48","0.45","0.59"
"27","H","Alm","yes",0,-2,0,"1.33","-0.53","0.06"
"28","A","Hee","yes",0,-2,1,"0.59","0.33","0.38"
"29","H","Ajx","no",NA,NA,NA,"0.17","0.80","1.19"
"30","A","Sit","no",NA,NA,NA,"1.09","-0.26","0.93"
"31","A","NEC","no",NA,NA,NA,"1.09","-0.25","0.68"
"32","H","Her","no",NA,NA,NA,"1.16","-0.34","0.34"
"33","H","Zwo","no",NA,NA,NA,"1.19","-0.37","-0.03"
"34","A","NAC","no",NA,NA,NA,"0.84","0.03","0.00"
