"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Lev","yes",1,"2.03","-0.07","-0.07"
"2","A","Fbg","yes",1,"1.43","0.25","0.18"
"3","H","Aug","yes",1,"2.47","-0.30","-0.13"
"4","A","BMg","yes",1,"1.36","0.28","0.16"
"5","H","Bie","yes",3,"2.53","-0.33","-0.18"
"6","A","Her","yes",1,"1.92","-0.01","-0.19"
"7","H","Hof","yes",3,"2.45","-0.29","-0.48"
"8","A","Sch","yes",3,"2.35","-0.24","-0.72"
"9","H","Bre","yes",3,"2.28","-0.20","-0.93"
"10","A","Kln","yes",1,"2.22","-0.17","-1.10"
"11","H","Fra","yes",3,"1.98","-0.04","-1.14"
"12","A","Mun","yes",0,"0.56","0.70","-0.44"
"13","H","Stu","yes",3,"2.13","-0.12","-0.56"
"14","A","Dor","yes",0,"1.18","0.38","-0.19"
"15","A","UnB","yes",1,"1.34","0.29","0.10"
"16","H","Lei","yes",1,"1.71","0.10","0.20"
"17","A","Mai","yes",3,"2.23","-0.18","0.03"
"18","A","Lev","yes",3,"1.42","0.25","0.28"
"19","H","Fbg","yes",3,"2.35","-0.24","0.04"
"20","A","Aug","yes",3,"1.77","0.07","0.11"
"21","H","BMg","yes",1,"2.28","-0.20","-0.09"
"22","A","Bie","yes",3,"1.83","0.04","-0.06"
"23","H","Her","yes",3,"2.47","-0.30","-0.36"
"24","A","Hof","yes",0,"1.55","0.18","-0.18"
"25","H","Sch","yes",3,"2.81","-0.48","-0.66"
"26","A","Bre","yes",3,"2.19","-0.16","-0.82"
"27","H","Kln","yes",3,"2.35","-0.24","-1.06"
"28","A","Fra","yes",0,"0.81","0.57","-0.49"
"29","H","Mun","yes",0,"1.15","0.39","-0.09"
"30","A","Stu","yes",3,"1.82","0.04","-0.06"
"31","H","Dor","no",NA,"2.00","-0.06","-0.11"
"32","H","UnB","no",NA,"2.36","-0.25","-0.36"
"33","A","Lei","no",NA,"0.87","0.54","0.18"
"34","H","Mai","no",NA,"2.24","-0.18","0.00"
