"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Her","yes",0,-3,"1.06","-0.13","-0.13"
"2","A","Sch","yes",3,2,"1.79","-0.91","-1.04"
"3","H","Bie","yes",3,1,"1.27","-0.36","-1.40"
"4","A","Fbg","yes",1,0,"0.93","0.00","-1.40"
"5","H","Hof","yes",1,0,"1.07","-0.14","-1.54"
"6","A","Fra","yes",1,0,"0.51","0.46","-1.08"
"7","H","Kln","yes",1,0,"0.85","0.10","-0.98"
"8","A","Mun","yes",1,0,"0.28","0.70","-0.28"
"9","A","Wol","yes",0,-2,"0.52","0.44","0.16"
"10","H","Stu","yes",0,-1,"0.64","0.32","0.48"
"11","A","Lei","yes",0,-2,"0.45","0.52","1.00"
"12","H","Dor","yes",0,-1,"0.50","0.47","1.47"
"13","A","Mai","yes",3,1,"1.57","-0.67","0.80"
"14","H","UnB","yes",0,-2,"0.96","-0.03","0.77"
"15","A","Lev","yes",1,0,"0.85","0.09","0.87"
"16","H","Aug","yes",3,2,"1.18","-0.26","0.60"
"17","A","BMg","yes",0,-1,"0.89","0.05","0.66"
"18","A","Her","yes",3,3,"1.32","-0.41","0.24"
"19","H","Sch","yes",1,0,"2.08","-1.22","-0.98"
"20","H","Fbg","yes",1,0,"0.92","0.02","-0.96"
"21","A","Hof","yes",0,-4,"0.99","-0.06","-1.02"
"22","H","Fra","yes",3,1,"0.72","0.24","-0.78"
"23","A","Kln","yes",1,0,"1.81","-0.93","-1.71"
"24","A","Bie","yes",3,2,"1.31","-0.40","-2.11"
"25","H","Mun","yes",0,-2,"0.31","0.67","-1.45"
"26","H","Wol","yes",0,-1,"0.55","0.41","-1.04"
"27","A","Stu","yes",0,-1,"1.19","-0.27","-1.31"
"28","H","Lei","yes",0,-3,"0.46","0.50","-0.80"
"29","A","Dor","yes",0,-3,"0.63","0.33","-0.47"
"30","H","Mai","yes",0,-1,"0.77","0.18","-0.30"
"31","A","UnB","yes",0,-2,"0.77","0.18","-0.11"
"32","H","Lev","yes",1,0,"0.65","0.30","0.19"
"33","A","Aug","yes",0,-2,"1.20","-0.28","-0.09"
"34","H","BMg","no",NA,NA,"0.85","0.09","0.00"
