"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Sch","yes",3,8,"2.88","-0.26","-0.26"
"2","A","Hof","yes",0,-3,"2.07","0.09","-0.17"
"3","H","Her","yes",3,1,"2.63","-0.15","-0.32"
"4","A","Bie","yes",3,3,"2.32","-0.01","-0.33"
"5","H","Fra","yes",3,5,"2.44","-0.07","-0.40"
"6","A","Kln","yes",3,1,"2.59","-0.13","-0.53"
"7","A","Dor","yes",3,1,"1.65","0.28","-0.25"
"8","H","Bre","yes",1,0,"2.59","-0.13","-0.39"
"9","A","Stu","yes",3,2,"2.23","0.02","-0.36"
"10","H","Lei","yes",1,0,"2.17","0.05","-0.31"
"11","A","UnB","yes",1,0,"1.83","0.20","-0.12"
"12","H","Wol","yes",3,1,"2.29","-0.00","-0.12"
"13","A","Lev","yes",3,1,"1.93","0.16","0.04"
"14","H","Mai","yes",3,3,"2.48","-0.08","-0.05"
"15","A","BMg","yes",0,-1,"1.97","0.14","0.09"
"16","H","Fbg","yes",3,1,"2.56","-0.12","-0.03"
"17","A","Aug","yes",3,1,"2.24","0.02","-0.01"
"18","A","Sch","yes",3,4,"2.58","-0.13","-0.14"
"19","H","Hof","yes",3,3,"2.63","-0.15","-0.29"
"20","A","Her","yes",3,1,"2.33","-0.02","-0.31"
"21","H","Bie","yes",1,0,"2.70","-0.18","-0.49"
"22","A","Fra","yes",0,-1,"1.45","0.37","-0.13"
"23","H","Kln","yes",3,4,"2.52","-0.11","-0.23"
"24","H","Dor","yes",3,2,"2.22","0.03","-0.21"
"25","A","Bre","yes",3,2,"2.52","-0.10","-0.31"
"26","H","Stu","yes",3,4,"2.37","-0.04","-0.35"
"27","A","Lei","yes",3,1,"1.34","0.41","0.06"
"28","H","UnB","yes",1,0,"2.59","-0.13","-0.07"
"29","A","Wol","yes",3,1,"1.48","0.35","0.29"
"30","H","Lev","yes",3,2,"2.39","-0.05","0.24"
"31","A","Mai","yes",0,-1,"2.47","-0.08","0.16"
"32","H","BMg","yes",3,6,"2.53","-0.11","0.05"
"33","A","Fbg","yes",1,0,"2.02","0.12","0.17"
"34","H","Aug","no",NA,NA,"2.67","-0.17","-0.00"
