"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Kln","yes",3,"1.62","-0.33","-0.33"
"2","H","Mun","yes",3,"0.65","0.47","0.14"
"3","A","Fra","yes",0,"0.39","0.68","0.82"
"4","H","Dor","yes",0,"1.06","0.14","0.96"
"5","A","Bre","yes",1,"1.57","-0.29","0.67"
"6","H","UnB","yes",0,"1.67","-0.37","0.30"
"7","A","Wol","yes",0,"0.48","0.61","0.91"
"8","H","Stu","yes",1,"1.40","-0.14","0.77"
"9","A","Mai","yes",1,"1.41","-0.15","0.61"
"10","H","Aug","yes",3,"1.84","-0.50","0.11"
"11","A","Lev","yes",0,"0.70","0.43","0.54"
"12","H","Lei","yes",0,"0.91","0.26","0.79"
"13","A","BMg","yes",3,"0.70","0.43","1.22"
"14","H","Fbg","yes",0,"1.64","-0.34","0.88"
"15","A","Sch","yes",0,"1.79","-0.47","0.41"
"16","H","Bie","yes",1,"2.00","-0.64","-0.23"
"17","A","Her","yes",3,"1.25","-0.03","-0.25"
"18","H","Kln","yes",3,"1.53","-0.25","-0.51"
"19","A","Mun","yes",0,"0.25","0.79","0.28"
"20","H","Fra","yes",0,"1.26","-0.03","0.26"
"21","A","Dor","yes",1,"0.62","0.49","0.75"
"22","H","Bre","yes",3,"1.61","-0.32","0.43"
"23","A","UnB","yes",1,"0.67","0.45","0.88"
"24","H","Wol","yes",3,"1.15","0.06","0.94"
"25","A","Stu","yes",0,"1.14","0.07","1.01"
"26","H","Mai","yes",0,"1.50","-0.23","0.78"
"27","A","Aug","yes",0,"1.17","0.04","0.82"
"28","H","Lev","yes",1,"1.23","-0.00","0.81"
"29","A","Lei","yes",1,"0.39","0.68","1.50"
"30","H","BMg","yes",3,"1.55","-0.27","1.23"
"31","A","Fbg","yes",1,"0.83","0.32","1.54"
"32","H","Sch","no",NA,"2.54","-1.08","0.47"
"33","A","Bie","no",NA,"1.15","0.06","0.52"
"34","H","Her","no",NA,"1.86","-0.52","0.00"
