"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Pto","yes",0,-1,1,"0.73","0.55","0.55"
"2","A","Fam","yes",1,0,0,"1.75","-0.08","0.47"
"3","A","Cha","yes",3,1,2,"2.33","-0.44","0.03"
"4","H","Bra","yes",0,-1,2,"0.74","0.55","0.57"
"5","A","Spo","yes",0,-3,0,"0.07","0.96","1.53"
"6","H","Far","yes",3,1,1,"1.98","-0.22","1.30"
"7","A","Rio","yes",3,4,4,"1.64","-0.01","1.29"
"8","H","Boa","yes",1,0,1,"2.15","-0.33","0.96"
"9","A","Aro","yes",3,1,1,"1.74","-0.08","0.88"
"10","H","Gui","yes",3,1,1,"1.17","0.28","1.16"
"11","A","Ama","yes",3,1,1,"1.93","-0.19","0.97"
"12","H","Ben","yes",1,0,0,"0.84","0.48","1.45"
"13","A","Gil","yes",1,0,1,"1.70","-0.05","1.40"
"14","H","Pse","yes",3,3,5,"1.88","-0.16","1.23"
"15","A","Viz","yes",1,0,0,"2.28","-0.41","0.82"
"16","H","Cas","yes",0,-3,1,"1.45","0.10","0.92"
"17","A","Est","yes",3,2,3,"1.70","-0.05","0.87"
"18","A","Pto","yes",0,-5,0,"0.89","0.45","1.32"
"19","H","Fam","yes",3,1,1,"1.80","-0.11","1.21"
"20","A","Bra","yes",0,-1,0,"1.15","0.29","1.50"
"21","H","Cha","yes",3,1,1,"2.28","-0.41","1.09"
"22","H","Spo","yes",0,-2,0,"0.48","0.70","1.79"
"23","A","Far","yes",3,1,1,"1.87","-0.16","1.63"
"24","H","Rio","yes",1,0,0,"2.20","-0.36","1.27"
"25","A","Boa","yes",0,-1,0,"1.99","-0.23","1.04"
"26","H","Aro","yes",3,1,1,"1.56","0.03","1.08"
"27","A","Gui","yes",0,-1,0,"1.03","0.36","1.44"
"28","H","Ama","yes",1,0,2,"2.15","-0.33","1.11"
"29","A","Ben","yes",0,-3,0,"0.27","0.83","1.94"
"30","H","Gil","yes",0,-1,0,"2.20","-0.36","1.58"
"31","A","Pse","yes",3,2,2,"2.23","-0.38","1.21"
"32","H","Viz","yes",3,1,1,"2.17","-0.34","0.87"
"33","A","Cas","yes",3,1,1,"2.27","-0.40","0.47"
"34","H","Est","yes",3,1,2,"2.37","-0.47","0.00"
