"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Pse","yes",3,5,5,"1.66","-0.57","-0.57"
"2","A","Gui","yes",0,-1,1,"0.32","0.70","0.13"
"3","H","Ben","yes",0,-1,2,"0.67","0.37","0.50"
"4","A","Viz","yes",0,-1,0,"1.27","-0.20","0.29"
"5","H","Est","yes",3,2,5,"2.22","-1.10","-0.80"
"6","A","Pto","yes",0,-1,1,"0.26","0.75","-0.05"
"7","H","Cas","yes",3,2,2,"1.23","-0.16","-0.21"
"8","A","Cha","yes",0,-2,2,"1.35","-0.27","-0.48"
"9","H","Bra","yes",1,0,3,"0.58","0.45","-0.03"
"10","A","Fam","yes",0,-2,1,"0.71","0.33","0.30"
"11","H","Rio","yes",1,0,1,"2.02","-0.91","-0.61"
"12","A","Spo","yes",0,-2,1,"0.02","0.98","0.37"
"13","H","Mor","yes",1,0,1,"1.03","0.03","0.40"
"14","A","Aro","yes",0,-3,0,"0.71","0.33","0.73"
"15","H","Boa","yes",3,1,1,"1.97","-0.86","-0.13"
"16","A","Far","yes",0,-1,0,"0.81","0.24","0.11"
"17","H","Ama","yes",1,0,1,"1.96","-0.86","-0.75"
"18","A","Pse","yes",3,2,2,"1.19","-0.13","-0.87"
"19","H","Gui","yes",3,1,1,"0.96","0.09","-0.78"
"20","A","Ben","yes",0,-3,0,"0.08","0.93","0.15"
"21","H","Viz","yes",0,-1,0,"1.98","-0.87","-0.72"
"22","A","Est","yes",3,2,3,"0.68","0.36","-0.36"
"23","H","Pto","yes",1,0,1,"0.58","0.46","0.09"
"24","A","Cas","yes",1,0,0,"1.25","-0.18","-0.09"
"25","H","Cha","yes",1,0,0,"2.11","-0.99","-1.08"
"26","A","Bra","yes",0,-1,1,"0.37","0.65","-0.43"
"27","H","Fam","yes",0,-1,1,"1.58","-0.49","-0.92"
"28","A","Rio","yes",0,-3,0,"0.63","0.40","-0.52"
"29","H","Spo","yes",0,-4,0,"0.37","0.65","0.13"
"30","A","Mor","yes",3,1,1,"0.54","0.49","0.62"
"31","H","Aro","yes",1,0,2,"1.33","-0.26","0.36"
"32","A","Boa","yes",1,0,1,"0.92","0.13","0.49"
"33","H","Far","yes",3,2,2,"1.77","-0.68","-0.18"
"34","A","Ama","yes",0,-1,0,"0.86","0.18","-0.00"
