"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Ama","yes",3,1,1,"2.00","-0.08","-0.08"
"2","H","Gil","yes",3,1,2,"2.51","-0.35","-0.43"
"3","H","Viz","yes",3,2,2,"2.48","-0.34","-0.77"
"4","A","Ben","yes",0,-4,0,"0.30","0.84","0.06"
"5","H","Pse","yes",0,-1,1,"2.28","-0.23","-0.17"
"6","A","Cas","yes",1,0,0,"2.32","-0.25","-0.42"
"7","H","Est","yes",3,1,3,"2.62","-0.41","-0.83"
"8","A","Fam","yes",3,2,3,"1.83","0.01","-0.82"
"9","H","Cha","yes",3,5,5,"2.56","-0.38","-1.20"
"10","A","Mor","yes",0,-1,0,"1.57","0.15","-1.05"
"11","H","Pto","yes",0,-1,1,"1.16","0.37","-0.67"
"12","A","Far","yes",3,1,2,"1.94","-0.05","-0.72"
"13","H","Spo","yes",3,1,3,"0.82","0.56","-0.16"
"14","A","Boa","yes",1,0,1,"2.05","-0.11","-0.27"
"15","H","Rio","yes",3,1,1,"2.51","-0.35","-0.63"
"16","A","Bra","yes",1,0,1,"1.23","0.34","-0.29"
"17","H","Aro","yes",3,1,2,"2.03","-0.10","-0.38"
"18","H","Ama","yes",3,3,3,"2.47","-0.34","-0.72"
"19","A","Gil","yes",0,-1,0,"1.78","0.04","-0.68"
"20","A","Viz","yes",3,1,1,"2.34","-0.26","-0.94"
"21","H","Ben","yes",1,0,2,"1.30","0.30","-0.64"
"22","A","Pse","yes",1,0,1,"2.28","-0.23","-0.87"
"23","H","Cas","yes",0,-2,0,"1.93","-0.04","-0.92"
"24","A","Est","yes",3,2,3,"1.78","0.04","-0.88"
"25","H","Fam","yes",3,1,1,"2.22","-0.20","-1.08"
"26","A","Cha","yes",3,1,2,"2.38","-0.29","-1.36"
"27","H","Mor","yes",3,1,1,"1.74","0.06","-1.30"
"28","A","Pto","yes",3,1,2,"0.96","0.48","-0.82"
"29","H","Far","yes",1,0,1,"2.35","-0.27","-1.09"
"30","A","Spo","yes",0,-3,0,"0.07","0.96","-0.13"
"31","H","Boa","yes",3,1,1,"2.47","-0.34","-0.46"
"32","A","Rio","yes",0,-1,1,"1.72","0.07","-0.39"
"33","H","Bra","yes",0,-1,2,"1.17","0.37","-0.02"
"34","A","Aro","yes",3,2,3,"1.82","0.02","0.00"
