"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Rio","yes",0,-2,0,"0.56","0.18","0.18"
"2","H","Bra","yes",0,-2,2,"0.23","0.67","0.84"
"3","A","Far","yes",0,-5,0,"0.72","-0.06","0.78"
"4","H","Mor","yes",0,-1,1,"0.44","0.35","1.13"
"5","A","Boa","yes",0,-3,1,"0.82","-0.21","0.92"
"6","H","Ama","yes",1,0,2,"1.16","-0.71","0.21"
"7","A","Aro","yes",3,2,2,"0.62","0.08","0.28"
"8","H","Gil","yes",3,2,4,"1.22","-0.81","-0.52"
"9","A","Gui","yes",0,-5,0,"0.28","0.59","0.07"
"10","H","Ben","yes",0,-2,0,"0.27","0.61","0.68"
"11","A","Pse","yes",0,-1,1,"1.08","-0.60","0.07"
"12","H","Viz","yes",3,1,2,"1.18","-0.74","-0.67"
"13","A","Est","yes",0,-4,0,"0.60","0.12","-0.55"
"14","H","Cas","yes",0,-2,1,"0.55","0.18","-0.36"
"15","A","Pto","yes",0,-1,0,"0.23","0.66","0.30"
"16","A","Fam","yes",1,0,2,"0.63","0.07","0.37"
"17","H","Spo","yes",0,-3,0,"0.14","0.79","1.15"
"18","H","Rio","yes",1,0,0,"1.22","-0.81","0.34"
"19","A","Bra","yes",1,0,1,"0.32","0.52","0.87"
"20","H","Far","yes",1,0,1,"0.97","-0.43","0.44"
"21","A","Mor","yes",0,-1,0,"0.47","0.30","0.74"
"22","H","Boa","yes",3,1,2,"1.16","-0.71","0.03"
"23","A","Ama","yes",1,0,1,"0.77","-0.14","-0.11"
"24","H","Aro","yes",0,-4,1,"0.62","0.08","-0.03"
"25","A","Gil","yes",1,0,0,"0.60","0.12","0.09"
"26","H","Gui","yes",0,-1,1,"0.40","0.41","0.50"
"27","A","Ben","yes",0,-1,0,"0.07","0.90","1.40"
"28","H","Pse","yes",0,-1,2,"0.87","-0.28","1.11"
"29","A","Viz","yes",3,1,1,"1.16","-0.71","0.40"
"30","H","Est","yes",1,0,2,"1.47","-1.17","-0.78"
"31","A","Cas","yes",0,-2,1,"1.14","-0.68","-1.46"
"32","H","Pto","yes",0,-3,0,"0.22","0.67","-0.79"
"33","H","Fam","yes",0,-1,0,"0.80","-0.18","-0.97"
"34","A","Spo","yes",0,-3,0,"0.02","0.97","-0.00"
