"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bra","yes",3,1,2,"0.65","0.48","0.48"
"2","H","Mor","yes",1,0,0,"0.98","0.21","0.68"
"3","A","Spo","yes",0,-1,0,"0.04","0.97","1.66"
"4","H","Far","yes",3,1,1,"1.72","-0.39","1.26"
"5","A","Rio","yes",1,0,1,"1.04","0.16","1.42"
"6","H","Aro","yes",3,1,1,"1.28","-0.04","1.38"
"7","A","Boa","yes",1,0,2,"1.40","-0.14","1.24"
"8","H","Gui","yes",0,-2,1,"0.91","0.26","1.50"
"9","A","Ama","yes",0,-1,0,"1.34","-0.09","1.42"
"10","H","Gil","yes",3,2,3,"1.98","-0.60","0.82"
"11","A","Viz","yes",1,0,0,"1.78","-0.44","0.37"
"12","H","Pto","yes",0,-3,0,"0.54","0.56","0.93"
"13","A","Pse","yes",1,0,1,"1.70","-0.38","0.55"
"14","H","Est","yes",1,0,1,"2.18","-0.76","-0.21"
"15","A","Ben","yes",0,-3,0,"0.13","0.89","0.68"
"16","H","Cha","yes",1,0,2,"2.07","-0.67","0.01"
"17","A","Cas","yes",3,2,2,"1.76","-0.42","-0.42"
"18","H","Bra","yes",0,-1,1,"0.55","0.56","0.14"
"19","A","Mor","yes",0,-1,0,"0.91","0.26","0.40"
"20","A","Far","yes",1,0,1,"1.28","-0.03","0.37"
"21","H","Rio","yes",3,1,2,"1.98","-0.60","-0.23"
"22","A","Aro","yes",0,-1,2,"1.14","0.07","-0.15"
"23","H","Boa","yes",1,0,1,"1.92","-0.55","-0.71"
"24","A","Gui","yes",0,-1,0,"0.56","0.54","-0.16"
"25","H","Ama","yes",1,0,0,"1.92","-0.55","-0.71"
"26","A","Gil","yes",3,1,2,"1.10","0.11","-0.61"
"27","H","Viz","yes",3,1,3,"1.93","-0.57","-1.17"
"28","A","Pto","yes",1,0,2,"0.47","0.62","-0.55"
"29","H","Spo","yes",0,-1,0,"0.35","0.71","0.16"
"30","H","Pse","yes",1,0,2,"1.61","-0.30","-0.14"
"31","A","Est","yes",0,-1,0,"1.10","0.11","-0.04"
"32","H","Ben","yes",3,2,2,"0.63","0.49","0.45"
"33","A","Cha","yes",3,1,1,"1.85","-0.50","-0.05"
"34","H","Cas","yes",0,-1,1,"1.17","0.05","-0.00"
