"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Fam","yes",3,2,"1.66","-0.36","-0.36"
"2","A","Boa","yes",0,-3,"1.16","0.05","-0.30"
"3","H","Est","yes",0,-2,"1.34","-0.09","-0.39"
"4","A","Pse","yes",3,1,"1.64","-0.34","-0.73"
"5","H","Bra","yes",1,0,"0.75","0.39","-0.34"
"6","A","Viz","yes",1,0,"1.45","-0.19","-0.52"
"7","H","Bel","yes",1,0,"2.09","-0.70","-1.23"
"8","A","Pto","yes",0,-1,"0.25","0.80","-0.43"
"9","H","Aro","yes",1,0,"1.71","-0.40","-0.82"
"10","A","Mor","yes",1,0,"1.54","-0.26","-1.08"
"11","H","Spo","yes",0,-2,"0.46","0.63","-0.46"
"12","A","Mar","yes",0,-2,"1.45","-0.19","-0.64"
"13","H","Gui","yes",0,-1,"1.48","-0.21","-0.85"
"14","H","Gil","yes",0,-1,"0.88","0.28","-0.57"
"15","A","Ton","yes",3,1,"1.51","-0.23","-0.80"
"16","H","SCl","yes",3,1,"1.98","-0.61","-1.41"
"17","A","Ben","yes",0,-2,"0.65","0.47","-0.94"
"18","A","Fam","yes",1,0,"1.46","-0.19","-1.13"
"19","H","Boa","yes",1,0,"1.61","-0.31","-1.44"
"20","A","Est","yes",1,0,"1.38","-0.13","-1.57"
"21","H","Pse","yes",1,0,"1.23","-0.00","-1.57"
"22","A","Bra","yes",0,-1,"0.84","0.32","-1.25"
"23","H","Viz","yes",3,1,"1.54","-0.25","-1.51"
"24","A","Bel","yes",3,2,"1.37","-0.12","-1.63"
"25","H","Pto","yes",0,-2,"0.28","0.77","-0.86"
"26","A","Aro","yes",3,1,"1.43","-0.16","-1.02"
"27","H","Mor","yes",3,1,"1.73","-0.41","-1.43"
"28","A","Spo","yes",0,-2,"0.30","0.75","-0.67"
"29","H","Mar","yes",3,2,"1.35","-0.10","-0.78"
"30","A","Gui","no",NA,NA,"0.91","0.26","-0.52"
"31","A","Gil","no",NA,NA,"1.19","0.03","-0.49"
"32","H","Ton","no",NA,NA,"1.69","-0.37","-0.86"
"33","A","SCl","no",NA,NA,"0.82","0.33","-0.53"
"34","H","Ben","no",NA,NA,"0.57","0.53","0.00"
