"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Est","yes",0,-2,"0.95","-0.00","-0.00"
"2","A","Ben","yes",0,-2,"0.35","0.63","0.63"
"3","H","Fam","yes",3,1,"1.48","-0.56","0.07"
"4","A","Pto","yes",0,-3,"0.09","0.90","0.98"
"5","A","Mar","yes",1,0,"0.65","0.32","1.30"
"6","H","Gui","yes",1,0,"1.35","-0.42","0.88"
"7","A","Mor","yes",0,-1,"0.69","0.27","1.15"
"8","H","Spo","yes",0,-1,"0.55","0.42","1.58"
"9","A","Pac","yes",1,0,"0.95","-0.00","1.57"
"10","H","Ton","yes",3,2,"1.74","-0.82","0.75"
"11","A","Gil","yes",1,0,"0.68","0.29","1.04"
"12","H","Boa","yes",3,1,"1.77","-0.86","0.18"
"13","A","SCl","yes",0,-1,"0.52","0.46","0.64"
"14","H","Viz","yes",0,-3,"1.62","-0.70","-0.06"
"15","A","Pse","yes",1,0,"1.08","-0.14","-0.20"
"16","H","Bra","yes",0,-6,"0.82","0.14","-0.06"
"17","A","Bel","yes",0,-1,"0.96","-0.01","-0.07"
"18","H","Ben","no",NA,NA,"0.43","0.55","0.47"
"19","A","Est","no",NA,NA,"0.78","0.18","0.66"
"20","A","Fam","no",NA,NA,"0.92","0.04","0.70"
"21","H","Pto","no",NA,NA,"0.40","0.58","1.28"
"22","H","Mar","no",NA,NA,"1.36","-0.43","0.85"
"23","A","Gui","no",NA,NA,"0.54","0.44","1.29"
"24","H","Mor","no",NA,NA,"1.57","-0.65","0.64"
"25","A","Spo","no",NA,NA,"0.14","0.85","1.50"
"26","H","Pac","no",NA,NA,"1.40","-0.47","1.02"
"27","A","Ton","no",NA,NA,"0.66","0.31","1.33"
"28","H","Gil","no",NA,NA,"1.01","-0.06","1.26"
"29","A","Boa","no",NA,NA,"0.69","0.28","1.54"
"30","H","SCl","no",NA,NA,"2.19","-1.30","0.24"
"31","A","Viz","no",NA,NA,"0.90","0.06","0.30"
"32","H","Pse","no",NA,NA,"0.65","0.32","0.62"
"33","A","Bra","no",NA,NA,"0.49","0.49","1.10"
"34","H","Bel","no",NA,NA,"2.00","-1.10","0.00"
