"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Gui","yes",3,1,"1.34","-0.12","-0.12"
"2","H","Gil","yes",0,-1,"0.46","0.62","0.50"
"3","A","Ton","yes",3,3,"1.84","-0.53","-0.03"
"4","H","Pac","yes",0,-1,"0.94","0.22","0.18"
"5","A","Boa","yes",1,0,"1.69","-0.41","-0.22"
"6","H","SCl","yes",3,1,"1.40","-0.17","-0.39"
"7","H","Viz","yes",1,0,"1.05","0.13","-0.26"
"8","A","Ben","yes",3,1,"1.09","0.10","-0.17"
"9","H","Est","yes",0,-2,"0.71","0.41","0.24"
"10","A","Bra","yes",0,-3,"1.35","-0.12","0.12"
"11","H","Bel","yes",3,2,"1.57","-0.30","-0.18"
"12","A","Fam","yes",3,3,"1.81","-0.51","-0.69"
"13","H","Pto","yes",0,-3,"0.18","0.85","0.16"
"14","A","Mor","yes",3,1,"1.78","-0.48","-0.32"
"15","H","Aro","yes",1,0,"1.02","0.15","-0.17"
"16","A","Spo","yes",0,-1,"0.60","0.50","0.33"
"17","H","Mar","yes",0,-1,"0.81","0.32","0.65"
"18","H","Gui","yes",1,0,"1.13","0.06","0.71"
"19","A","Gil","yes",0,-1,"1.52","-0.26","0.45"
"20","H","Ton","yes",0,-1,"1.24","-0.04","0.41"
"21","A","Pac","yes",1,0,"1.85","-0.54","-0.13"
"22","H","Boa","yes",1,0,"1.16","0.03","-0.09"
"23","A","SCl","yes",1,0,"1.33","-0.10","-0.20"
"24","A","Viz","yes",1,0,"1.88","-0.56","-0.76"
"25","H","Ben","no",NA,NA,"0.25","0.79","0.03"
"26","A","Est","no",NA,NA,"1.91","-0.59","-0.56"
"27","H","Bra","no",NA,NA,"0.41","0.66","0.10"
"28","A","Bel","no",NA,NA,"1.96","-0.63","-0.53"
"29","H","Fam","no",NA,NA,"0.91","0.24","-0.29"
"30","A","Pto","no",NA,NA,"0.47","0.61","0.32"
"31","H","Mor","no",NA,NA,"1.22","-0.01","0.30"
"32","A","Aro","no",NA,NA,"1.94","-0.62","-0.31"
"33","H","Spo","no",NA,NA,"0.29","0.76","0.44"
"34","A","Mar","no",NA,NA,"1.73","-0.44","0.00"
