"","HA","vs","played","sched","cumulative"
"1","A","Leg","yes","-0.24","-0.24"
"2","H","Eib","yes","-0.52","-0.76"
"3","H","Bar","yes","0.44","-0.32"
"4","A","RVd","yes","0.05","-0.27"
"5","H","Bet","yes","-0.34","-0.61"
"6","A","RMa","yes","0.69","0.08"
"7","A","Lev","yes","0.16","0.24"
"8","H","Vil","yes","-0.15","0.09"
"9","A","Gra","yes","0.32","0.42"
"10","H","Val","yes","-0.09","0.33"
"11","A","Mal","yes","-0.17","0.16"
"12","H","Ala","yes","-0.38","-0.21"
"13","A","Get","yes","0.41","0.19"
"14","H","Bil","yes","-0.25","-0.06"
"15","A","Esp","yes","-0.19","-0.24"
"16","H","Sev","yes","0.10","-0.14"
"17","A","Atl","yes","0.47","0.33"
"18","H","RSo","yes","-0.04","0.29"
"19","A","Cel","yes","-0.09","0.20"
"20","H","RVd","yes","-0.41","-0.21"
"21","H","Lev","yes","-0.30","-0.52"
"22","A","Vil","yes","0.31","-0.21"
"23","H","RMa","yes","0.38","0.17"
"24","A","Bil","yes","0.22","0.39"
"25","H","Gra","yes","-0.13","0.26"
"26","A","Sev","yes","0.51","0.77"
"27","H","Esp","yes","-0.62","0.15"
"28","A","RSo","yes","0.40","0.55"
"29","H","Atl","yes","0.05","0.60"
"30","A","Val","no","0.36","0.96"
"31","A","Ala","no","0.09","1.05"
"32","H","Leg","no","-0.66","0.39"
"33","A","Eib","no","-0.06","0.33"
"34","H","Get","no","-0.03","0.30"
"35","A","Bet","no","0.13","0.42"
"36","H","Cel","no","-0.54","-0.12"
"37","A","Bar","no","0.72","0.60"
"38","H","Mal","no","-0.60","-0.00"
