"","HA","vs","played","sched","cumulative"
"1","A","Esp","yes","-0.18","-0.18"
"2","A","Gra","yes","0.24","0.06"
"3","H","Cel","yes","-0.31","-0.25"
"4","A","Ala","yes","0.04","-0.21"
"5","H","RMa","yes","0.24","0.03"
"6","A","Eib","yes","-0.04","-0.01"
"7","H","RSo","yes","-0.01","-0.01"
"8","A","Bar","yes","0.62","0.61"
"9","H","Lev","yes","-0.21","0.39"
"10","H","Get","yes","-0.03","0.37"
"11","A","Val","yes","0.29","0.65"
"12","H","Atl","yes","-0.02","0.63"
"13","A","Bet","yes","0.09","0.72"
"14","A","RVd","yes","0.01","0.72"
"15","H","Leg","yes","-0.36","0.36"
"16","A","Osa","yes","0.11","0.47"
"17","H","Vil","yes","-0.16","0.30"
"18","A","Mal","yes","-0.10","0.21"
"19","H","Bil","yes","-0.17","0.03"
"20","A","RMa","yes","0.59","0.62"
"21","H","Gra","yes","-0.11","0.51"
"22","H","Ala","yes","-0.25","0.26"
"23","A","Cel","yes","-0.04","0.21"
"24","H","Esp","yes","-0.39","-0.18"
"25","A","Get","yes","0.33","0.15"
"26","H","Osa","yes","-0.21","-0.06"
"27","A","Atl","yes","0.34","0.28"
"28","H","Bet","yes","-0.22","0.06"
"29","A","Lev","no","0.10","0.16"
"30","H","Bar","no","0.29","0.45"
"31","A","Vil","no","0.17","0.62"
"32","H","RVd","no","-0.28","0.34"
"33","A","Leg","no","-0.13","0.21"
"34","H","Eib","no","-0.31","-0.10"
"35","A","Bil","no","0.16","0.06"
"36","H","Mal","no","-0.35","-0.29"
"37","A","RSo","no","0.35","0.07"
"38","H","Val","no","-0.07","0.00"
