"","HA","vs","played","sched","cumulative"
"1","A","Atl","yes","0.48","0.48"
"2","H","Bil","yes","-0.18","0.30"
"3","H","Ala","yes","-0.41","-0.11"
"4","A","Bet","yes","0.08","-0.03"
"5","H","Mal","yes","-0.45","-0.48"
"6","A","Val","yes","0.26","-0.22"
"7","H","Bar","yes","0.36","0.14"
"8","A","RSo","yes","0.25","0.39"
"9","H","Leg","yes","-0.50","-0.11"
"10","A","Sev","yes","0.49","0.37"
"11","H","Gra","yes","-0.16","0.22"
"12","A","Cel","yes","-0.01","0.21"
"13","H","Osa","yes","-0.23","-0.03"
"14","A","Esp","yes","-0.27","-0.29"
"15","H","Lev","yes","-0.27","-0.56"
"16","A","Eib","yes","-0.01","-0.57"
"17","H","RVd","yes","-0.34","-0.91"
"18","A","Vil","yes","0.37","-0.54"
"19","H","RMa","yes","0.44","-0.09"
"20","A","Leg","yes","-0.18","-0.28"
"21","H","Bet","yes","-0.31","-0.58"
"22","A","Bil","yes","0.22","-0.36"
"23","H","Val","yes","-0.14","-0.51"
"24","A","Bar","yes","0.68","0.17"
"25","H","Sev","yes","0.10","0.27"
"26","A","Mal","yes","-0.12","0.15"
"27","H","Cel","yes","-0.38","-0.22"
"28","A","Gra","yes","0.25","0.02"
"29","H","Esp","yes","-0.55","-0.53"
"30","H","Eib","yes","-0.38","-0.91"
"31","A","RVd","yes","0.04","-0.87"
"32","H","RSo","yes","-0.16","-1.03"
"33","A","RMa","yes","0.73","-0.30"
"34","A","Osa","yes","0.17","-0.14"
"35","H","Vil","yes","-0.03","-0.17"
"36","A","Ala","no","-0.05","-0.22"
"37","H","Atl","no","0.10","-0.13"
"38","A","Lev","no","0.13","-0.00"
