"","HA","vs","played","sched","cumulative"
"1","A","Vil","yes","0.33","0.33"
"2","H","Sev","yes","0.08","0.40"
"3","A","Esp","yes","-0.20","0.20"
"4","A","Cel","yes","-0.08","0.12"
"5","H","Bar","yes","0.39","0.51"
"6","A","RVd","yes","0.05","0.55"
"7","H","Leg","yes","-0.55","-0.00"
"8","A","RMa","yes","0.68","0.67"
"9","H","Osa","yes","-0.28","0.39"
"10","H","Bet","yes","-0.32","0.07"
"11","A","Get","yes","0.35","0.42"
"12","H","RSo","yes","-0.04","0.37"
"13","A","Val","yes","0.32","0.69"
"14","H","Atl","yes","0.03","0.73"
"15","A","Bil","yes","0.22","0.95"
"16","H","Ala","yes","-0.33","0.63"
"17","H","Lev","yes","-0.24","0.39"
"18","A","Eib","yes","-0.05","0.34"
"19","H","Mal","yes","-0.53","-0.18"
"20","A","Bar","yes","0.69","0.51"
"21","A","Sev","yes","0.47","0.98"
"22","H","Esp","yes","-0.55","0.44"
"23","A","Atl","yes","0.44","0.88"
"24","H","RVd","yes","-0.36","0.52"
"25","A","Osa","yes","0.13","0.65"
"26","H","Cel","yes","-0.46","0.19"
"27","A","Lev","yes","0.18","0.38"
"28","H","Get","yes","-0.07","0.31"
"29","A","Bet","yes","0.08","0.39"
"30","H","Vil","yes","-0.09","0.30"
"31","A","Leg","no","-0.21","0.08"
"32","H","Eib","no","-0.43","-0.35"
"33","A","Ala","no","0.08","-0.27"
"34","H","Val","no","-0.10","-0.37"
"35","A","RSo","no","0.37","0.01"
"36","H","RMa","no","0.36","0.37"
"37","A","Mal","no","-0.17","0.20"
"38","H","Bil","no","-0.20","-0.00"
