"","HA","vs","played","sched","cumulative"
"1","H","Eib","yes","-0.59","-0.59"
"2","H","RSo","yes","-0.18","-0.77"
"3","A","Val","yes","0.35","-0.43"
"4","H","Bil","yes","-0.22","-0.65"
"5","A","Get","yes","0.39","-0.26"
"6","H","Atl","yes","0.20","-0.06"
"7","A","Ala","yes","-0.06","-0.12"
"8","H","Esp","yes","-0.99","-1.11"
"9","H","RMa","yes","0.56","-0.55"
"10","A","Leg","yes","-0.27","-0.82"
"11","H","Osa","yes","-0.28","-1.09"
"12","A","RVd","yes","0.05","-1.04"
"13","H","Vil","yes","0.01","-1.03"
"14","A","Lev","yes","0.19","-0.84"
"15","H","Bet","yes","-0.46","-1.30"
"16","A","Bar","yes","0.75","-0.55"
"17","A","Cel","yes","-0.02","-0.57"
"18","H","Sev","yes","0.19","-0.38"
"19","A","Gra","yes","0.33","-0.05"
"20","H","Val","yes","-0.16","-0.21"
"21","A","RSo","yes","0.33","0.11"
"22","H","RVd","yes","-0.52","-0.41"
"23","A","Esp","yes","-0.41","-0.82"
"24","H","Ala","yes","-0.65","-1.47"
"25","A","Bet","yes","0.11","-1.36"
"26","H","Get","yes","-0.10","-1.46"
"27","A","Eib","yes","-0.00","-1.46"
"28","H","Bar","yes","0.50","-0.96"
"29","A","Vil","yes","0.47","-0.50"
"30","H","Leg","yes","-0.85","-1.35"
"31","A","RMa","yes","0.78","-0.57"
"32","A","Bil","yes","0.30","-0.27"
"33","H","Cel","yes","-0.61","-0.88"
"34","A","Atl","yes","0.58","-0.29"
"35","H","Lev","yes","-0.37","-0.66"
"36","A","Sev","no","0.58","-0.08"
"37","H","Gra","no","-0.18","-0.26"
"38","A","Osa","no","0.26","-0.00"
