"","HA","vs","played","sched","cumulative"
"1","A","Bet","yes","0.03","0.03"
"2","A","RMa","yes","0.77","0.80"
"3","A","Lev","yes","0.21","1.01"
"4","H","Osa","yes","-0.23","0.78"
"5","A","Vil","yes","0.41","1.20"
"6","H","Gra","yes","-0.13","1.06"
"7","A","Esp","yes","-0.42","0.65"
"8","H","Atl","yes","0.18","0.82"
"9","A","Bil","yes","0.25","1.07"
"10","H","Eib","yes","-0.46","0.61"
"11","A","Bar","yes","0.72","1.33"
"12","H","Mal","yes","-0.67","0.66"
"13","A","Ala","yes","-0.02","0.64"
"14","H","Sev","yes","0.18","0.82"
"15","A","Cel","yes","-0.07","0.75"
"16","H","RSo","yes","-0.13","0.61"
"17","A","Get","yes","0.31","0.92"
"18","H","Val","yes","-0.20","0.72"
"19","H","Leg","yes","-0.60","0.11"
"20","A","Osa","yes","0.27","0.38"
"21","H","RMa","yes","0.52","0.91"
"22","A","Mal","yes","-0.18","0.73"
"23","H","Vil","yes","-0.04","0.69"
"24","A","Gra","yes","0.34","1.03"
"25","H","Esp","yes","-0.87","0.16"
"26","A","RSo","yes","0.34","0.51"
"27","H","Bil","yes","-0.25","0.26"
"28","A","Leg","yes","-0.10","0.16"
"29","H","Cel","yes","-0.58","-0.42"
"30","A","Atl","yes","0.57","0.15"
"31","H","Get","yes","-0.18","-0.03"
"32","A","Sev","yes","0.57","0.54"
"33","H","Lev","yes","-0.30","0.25"
"34","H","Ala","yes","-0.53","-0.28"
"35","A","Val","yes","0.29","0.00"
"36","H","Bar","yes","0.43","0.43"
"37","A","Eib","yes","0.05","0.48"
"38","H","Bet","yes","-0.48","-0.00"
