"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bet","yes",1,0,1,"0.71","0.34","0.34"
"2","A","Atl","yes",0,-3,0,"0.30","0.73","1.07"
"3","H","Osa","yes",3,4,4,"1.53","-0.42","0.65"
"4","A","Sev","yes",3,2,2,"1.17","-0.09","0.56"
"5","H","FCB","yes",0,-3,1,"0.30","0.72","1.28"
"6","A","Val","yes",0,-2,0,"0.85","0.22","1.50"
"7","H","Ray","yes",1,0,0,"1.01","0.06","1.56"
"8","A","Cel","yes",1,0,1,"0.64","0.41","1.97"
"9","H","Ath","yes",3,1,2,"0.78","0.28","2.25"
"10","H","RSo","yes",0,-1,0,"1.37","-0.27","1.99"
"11","A","Lpa","yes",0,-1,0,"1.55","-0.44","1.55"
"12","H","Leg","yes",3,1,4,"1.60","-0.48","1.06"
"13","A","Get","yes",3,1,1,"1.43","-0.32","0.74"
"14","H","Esp","yes",3,3,4,"1.78","-0.65","0.08"
"15","A","Vil","yes",1,0,2,"0.70","0.35","0.43"
"16","H","RMa","yes",0,-3,0,"0.61","0.43","0.86"
"17","A","Mal","yes",0,-1,1,"1.02","0.05","0.92"
"18","H","RVa","yes",3,3,3,"2.47","-1.29","-0.37"
"19","A","Ala","yes",3,1,1,"1.17","-0.09","-0.46"
"20","H","Sev","yes",0,-1,1,"1.49","-0.38","-0.83"
"21","A","Ray","yes",0,-1,1,"1.06","0.01","-0.82"
"22","H","Lpa","yes",3,1,2,"1.62","-0.50","-1.32"
"23","A","Ath","yes",0,-3,0,"0.52","0.52","-0.80"
"24","H","Get","yes",0,-1,1,"1.17","-0.08","-0.88"
"25","A","RMa","yes",0,-2,0,"0.21","0.80","-0.08"
"26","H","Cel","yes",1,0,2,"1.36","-0.26","-0.34"
"27","A","Esp","yes",1,0,1,"0.89","0.17","-0.16"
"28","H","Val","yes",1,0,1,"1.60","-0.48","-0.64"
"29","A","FCB","yes",0,-3,1,"0.38","0.65","0.01"
"30","H","Ala","yes",0,-1,0,"1.43","-0.32","-0.32"
"31","A","Osa","yes",0,-1,1,"0.64","0.41","0.09"
"32","H","Bet","yes",0,-2,1,"1.00","0.07","0.16"
"33","A","Leg","yes",1,0,1,"1.13","-0.04","0.12"
"34","H","Mal","yes",3,1,1,"1.26","-0.17","-0.05"
"35","H","Vil","yes",0,-1,0,"0.59","0.46","0.41"
"36","A","RVa","yes",3,1,1,"1.84","-0.70","-0.30"
"37","A","RSo","yes",0,-1,2,"1.02","0.05","-0.25"
"38","H","Atl","yes",0,-4,0,"0.81","0.25","-0.00"
