"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mal","yes",1,0,1,"2.04","0.08","0.08"
"2","H","RVa","yes",3,3,3,"2.91","-0.32","-0.24"
"3","A","Lpa","yes",1,0,1,"2.42","-0.09","-0.33"
"4","H","Bet","yes",3,2,2,"2.46","-0.12","-0.45"
"5","A","RSo","yes",3,2,2,"2.04","0.08","-0.37"
"6","H","Esp","yes",3,3,4,"2.76","-0.25","-0.62"
"7","H","Ala","yes",3,1,3,"2.66","-0.20","-0.82"
"8","A","Atl","yes",1,0,1,"0.93","0.58","-0.24"
"9","H","Vil","yes",3,2,2,"2.10","0.05","-0.19"
"10","A","Cel","yes",3,1,2,"1.59","0.28","0.09"
"11","H","FCB","yes",0,-4,0,"1.54","0.30","0.39"
"12","H","Osa","yes",3,4,4,"2.69","-0.22","0.18"
"13","A","Leg","yes",3,3,3,"2.13","0.04","0.21"
"14","H","Get","yes",3,2,2,"2.55","-0.15","0.06"
"15","A","Ath","yes",0,-1,1,"1.40","0.37","0.43"
"16","A","Gir","yes",3,3,3,"2.17","0.02","0.45"
"17","A","Ray","yes",1,0,3,"2.07","0.06","0.51"
"18","H","Sev","yes",3,2,4,"2.68","-0.21","0.30"
"19","A","Val","yes",3,1,2,"1.86","0.16","0.46"
"20","H","Lpa","yes",3,3,4,"2.72","-0.23","0.23"
"21","A","RVa","yes",3,3,3,"2.57","-0.16","0.07"
"22","A","Esp","yes",0,-1,0,"1.91","0.14","0.21"
"23","H","Atl","yes",1,0,1,"2.34","-0.06","0.15"
"24","A","Osa","yes",1,0,1,"1.59","0.28","0.43"
"25","H","Gir","yes",3,2,2,"2.68","-0.21","0.22"
"26","A","Bet","yes",0,-1,1,"1.69","0.24","0.45"
"27","H","Ray","yes",3,1,2,"2.47","-0.12","0.34"
"28","A","Vil","yes",3,1,2,"1.68","0.24","0.58"
"29","H","Leg","yes",3,1,3,"2.71","-0.23","0.35"
"30","H","Val","yes",0,-1,1,"2.71","-0.23","0.12"
"31","A","Ala","yes",3,1,1,"2.16","0.02","0.15"
"32","H","Ath","yes",3,1,1,"2.30","-0.04","0.10"
"33","A","Get","yes",3,1,1,"2.34","-0.06","0.04"
"34","H","Cel","yes",3,1,3,"2.63","-0.19","-0.15"
"35","A","FCB","yes",0,-1,3,"1.12","0.49","0.34"
"36","H","Mal","yes",3,1,2,"2.59","-0.17","0.17"
"37","A","Sev","yes",3,2,2,"2.17","0.02","0.19"
"38","H","RSo","yes",3,2,2,"2.64","-0.19","-0.00"
