"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Esp","yes",3,1,1,"1.69","-1.67","-1.67"
"2","A","RMa","yes",0,-3,0,"0.07","0.89","-0.78"
"3","H","Leg","yes",1,0,0,"1.28","-1.01","-1.79"
"4","A","FCB","yes",0,-7,0,"0.15","0.76","-1.02"
"5","A","Cel","yes",0,-2,1,"0.18","0.72","-0.31"
"6","H","RSo","yes",1,0,0,"0.92","-0.44","-0.75"
"7","A","Sev","yes",0,-1,1,"0.39","0.38","-0.37"
"8","H","Mal","yes",0,-1,1,"0.84","-0.31","-0.68"
"9","H","Ray","yes",0,-1,1,"0.83","-0.30","-0.99"
"10","A","Ala","yes",3,1,3,"0.61","0.04","-0.95"
"11","H","Vil","yes",0,-1,1,"0.43","0.33","-0.62"
"12","A","Osa","yes",0,-1,0,"0.24","0.62","-0.00"
"13","H","Ath","yes",1,0,1,"0.56","0.12","0.12"
"14","A","Get","yes",0,-2,0,"0.52","0.18","0.29"
"15","H","Atl","yes",0,-5,0,"0.36","0.43","0.72"
"16","A","Lpa","yes",0,-1,1,"0.58","0.08","0.81"
"17","H","Val","yes",3,1,1,"1.65","-1.60","-0.79"
"18","A","Gir","yes",0,-3,0,"0.32","0.50","-0.29"
"19","H","Bet","yes",3,1,1,"0.91","-0.43","-0.72"
"20","A","Esp","yes",0,-1,1,"0.32","0.49","-0.23"
"21","H","RMa","yes",0,-3,0,"0.43","0.32","0.09"
"22","A","Vil","yes",0,-4,1,"0.27","0.57","0.66"
"23","A","Ray","yes",0,-1,0,"0.31","0.51","1.17"
"24","H","Sev","yes",0,-4,0,"0.98","-0.54","0.64"
"25","A","Ath","yes",0,-6,1,"0.16","0.75","1.39"
"26","H","Lpa","no",NA,NA,NA,"1.15","-0.81","0.58"
"27","A","Val","no",NA,NA,NA,"0.37","0.42","0.99"
"28","H","Cel","no",NA,NA,NA,"1.56","-1.45","-0.46"
"29","A","RSo","no",NA,NA,NA,"0.30","0.53","0.07"
"30","H","Get","no",NA,NA,NA,"0.81","-0.27","-0.20"
"31","A","Atl","no",NA,NA,NA,"0.11","0.82","0.62"
"32","H","Osa","no",NA,NA,NA,"1.20","-0.89","-0.28"
"33","A","Bet","no",NA,NA,NA,"0.27","0.58","0.30"
"34","H","FCB","no",NA,NA,NA,"0.30","0.53","0.83"
"35","A","Mal","no",NA,NA,NA,"0.28","0.56","1.39"
"36","H","Gir","no",NA,NA,NA,"1.05","-0.65","0.73"
"37","H","Ala","no",NA,NA,NA,"1.28","-1.01","-0.28"
"38","A","Leg","no",NA,NA,NA,"0.46","0.28","-0.00"
