"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Sev","yes",1,0,2,"1.35","-0.26","-0.26"
"2","A","Leg","yes",0,-1,1,"1.44","-0.35","-0.61"
"3","H","RMa","yes",1,0,1,"0.37","0.65","0.04"
"4","A","Ala","yes",0,-2,0,"1.34","-0.25","-0.21"
"5","H","Ath","yes",0,-1,2,"0.63","0.41","0.19"
"6","A","Osa","yes",0,-1,1,"0.91","0.15","0.34"
"7","H","Bet","yes",1,0,1,"1.22","-0.14","0.19"
"8","A","Vil","yes",0,-2,1,"1.09","-0.02","0.17"
"9","H","Cel","yes",0,-1,0,"1.71","-0.60","-0.43"
"10","A","Val","yes",3,1,3,"1.58","-0.48","-0.91"
"11","H","Gir","yes",3,1,1,"0.94","0.12","-0.79"
"12","A","Atl","yes",0,-2,0,"0.32","0.70","-0.09"
"13","A","Ray","yes",3,2,3,"1.13","-0.06","-0.15"
"14","H","Mal","yes",0,-1,2,"0.72","0.33","0.17"
"15","A","FCB","yes",3,1,2,"0.80","0.25","0.42"
"16","H","RVa","yes",3,1,2,"1.85","-0.74","-0.32"
"17","A","RSo","yes",1,0,0,"1.03","0.03","-0.29"
"18","H","Esp","yes",3,1,1,"2.17","-1.04","-1.33"
"19","H","Get","yes",0,-1,1,"1.41","-0.32","-1.65"
"20","A","RMa","no",NA,NA,NA,"0.26","0.75","-0.90"
"21","H","Osa","no",NA,NA,NA,"1.26","-0.18","-1.08"
"22","A","Gir","no",NA,NA,NA,"0.83","0.22","-0.86"
"23","H","Vil","no",NA,NA,NA,"0.60","0.44","-0.42"
"24","A","Mal","no",NA,NA,NA,"0.82","0.23","-0.19"
"25","H","FCB","no",NA,NA,NA,"0.33","0.69","0.50"
"26","A","RVa","no",NA,NA,NA,"1.48","-0.39","0.11"
"27","A","Bet","no",NA,NA,NA,"0.90","0.16","0.27"
"28","H","Ala","no",NA,NA,NA,"1.61","-0.52","-0.25"
"29","A","Cel","no",NA,NA,NA,"0.64","0.40","0.15"
"30","H","RSo","no",NA,NA,NA,"0.71","0.33","0.48"
"31","A","Get","no",NA,NA,NA,"1.51","-0.41","0.06"
"32","H","Atl","no",NA,NA,NA,"0.34","0.68","0.75"
"33","A","Ath","no",NA,NA,NA,"0.60","0.43","1.18"
"34","H","Val","no",NA,NA,NA,"1.82","-0.71","0.47"
"35","H","Ray","no",NA,NA,NA,"0.97","0.09","0.56"
"36","A","Sev","no",NA,NA,NA,"1.16","-0.09","0.47"
"37","H","Leg","no",NA,NA,NA,"1.25","-0.17","0.30"
"38","A","Esp","no",NA,NA,NA,"1.38","-0.30","0.00"
