"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mal","yes",1,0,1,"2.00","0.12","0.12"
"2","H","Rva","yes",3,3,3,"2.82","-0.23","-0.11"
"3","A","Lpa","yes",1,0,1,"2.39","-0.05","-0.15"
"4","H","Bet","yes",3,2,2,"2.66","-0.16","-0.32"
"5","A","Rso","yes",3,2,2,"2.22","0.03","-0.29"
"6","H","Esp","yes",3,3,4,"2.86","-0.25","-0.54"
"7","H","Ala","yes",3,1,3,"2.76","-0.21","-0.75"
"8","A","Atl","yes",1,0,1,"1.23","0.46","-0.29"
"9","H","Vil","yes",3,2,2,"2.14","0.06","-0.22"
"10","A","Cel","yes",3,1,2,"1.84","0.19","-0.03"
"11","H","FCB","yes",0,-4,0,"1.76","0.23","0.20"
"12","H","Osa","yes",3,4,4,"2.64","-0.16","0.04"
"13","A","Leg","yes",3,3,3,"2.35","-0.03","0.02"
"14","H","Get","yes",3,2,2,"2.77","-0.21","-0.19"
"15","A","Ath","yes",0,-1,1,"1.59","0.30","0.11"
"16","A","Gir","yes",3,3,3,"1.97","0.14","0.25"
"17","A","Ray","no",NA,NA,NA,"2.32","-0.01","0.24"
"18","H","Sev","no",NA,NA,NA,"2.65","-0.16","0.08"
"19","H","Lpa","no",NA,NA,NA,"2.54","-0.11","-0.04"
"20","A","Rva","no",NA,NA,NA,"2.62","-0.14","-0.18"
"21","A","Esp","no",NA,NA,NA,"2.11","0.08","-0.11"
"22","H","Atl","no",NA,NA,NA,"2.03","0.11","0.00"
"23","A","Osa","no",NA,NA,NA,"1.82","0.20","0.21"
"24","H","Gir","no",NA,NA,NA,"2.53","-0.11","0.10"
"25","A","Bet","no",NA,NA,NA,"1.94","0.15","0.25"
"26","H","Ray","no",NA,NA,NA,"2.55","-0.12","0.13"
"27","A","Vil","no",NA,NA,NA,"1.87","0.18","0.32"
"28","H","Leg","no",NA,NA,NA,"2.75","-0.20","0.11"
"29","H","Val","no",NA,NA,NA,"2.82","-0.23","-0.12"
"30","A","Ala","no",NA,NA,NA,"2.25","0.02","-0.10"
"31","H","Ath","no",NA,NA,NA,"2.35","-0.03","-0.13"
"32","A","Get","no",NA,NA,NA,"2.41","-0.06","-0.19"
"33","H","Cel","no",NA,NA,NA,"2.71","-0.18","-0.37"
"34","A","FCB","no",NA,NA,NA,"1.27","0.44","0.07"
"35","H","Mal","no",NA,NA,NA,"2.43","-0.07","0.01"
"36","A","Sev","no",NA,NA,NA,"2.17","0.05","0.06"
"37","H","Rso","no",NA,NA,NA,"2.32","-0.02","0.04"
"38","A","Val","no",NA,NA,NA,"2.38","-0.04","-0.00"
