"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ray","yes",0,-1,1,"1.38","0.07","0.07"
"2","A","Esp","yes",3,1,1,"1.60","-0.08","-0.01"
"3","H","Ala","yes",0,-1,1,"1.96","-0.32","-0.33"
"4","A","Get","yes",1,0,0,"2.01","-0.35","-0.68"
"5","H","Rma","yes",0,-2,0,"0.58","0.61","-0.07"
"6","A","Mal","yes",0,-1,0,"1.47","0.01","-0.06"
"7","A","Rva","yes",1,0,0,"2.33","-0.57","-0.63"
"8","H","Val","yes",3,3,3,"2.18","-0.47","-1.10"
"9","H","Atl","yes",1,0,1,"0.67","0.55","-0.55"
"10","A","Gir","yes",3,1,1,"1.43","0.04","-0.51"
"11","H","Osa","yes",0,-2,0,"1.61","-0.08","-0.60"
"12","A","Sev","yes",3,2,2,"1.67","-0.13","-0.72"
"13","H","FCB","yes",3,1,1,"0.49","0.67","-0.05"
"14","A","Ath","yes",0,-1,0,"1.04","0.30","0.25"
"15","H","Bet","yes",3,2,2,"1.66","-0.12","0.13"
"16","A","Leg","yes",3,3,3,"1.91","-0.29","-0.15"
"17","H","Lpa","no",NA,NA,NA,"1.36","0.08","-0.07"
"18","A","Cel","no",NA,NA,NA,"1.29","0.13","0.06"
"19","H","Vil","no",NA,NA,NA,"0.77","0.48","0.54"
"20","A","Val","no",NA,NA,NA,"1.97","-0.32","0.22"
"21","H","Get","no",NA,NA,NA,"2.00","-0.35","-0.13"
"22","A","Osa","no",NA,NA,NA,"1.27","0.15","0.01"
"23","H","Esp","no",NA,NA,NA,"2.36","-0.59","-0.57"
"24","A","Bet","no",NA,NA,NA,"1.40","0.06","-0.51"
"25","H","Leg","no",NA,NA,NA,"1.95","-0.31","-0.82"
"26","A","FCB","no",NA,NA,NA,"0.77","0.48","-0.34"
"27","H","Sev","no",NA,NA,NA,"1.63","-0.10","-0.44"
"28","A","Ray","no",NA,NA,NA,"1.88","-0.26","-0.70"
"29","H","Rva","no",NA,NA,NA,"2.18","-0.47","-1.17"
"30","A","Lpa","no",NA,NA,NA,"1.98","-0.33","-1.50"
"31","H","Mal","no",NA,NA,NA,"1.15","0.22","-1.28"
"32","A","Vil","no",NA,NA,NA,"1.32","0.11","-1.16"
"33","A","Ala","no",NA,NA,NA,"1.78","-0.20","-1.36"
"34","H","Ath","no",NA,NA,NA,"1.02","0.31","-1.05"
"35","A","Atl","no",NA,NA,NA,"0.74","0.50","-0.54"
"36","H","Cel","no",NA,NA,NA,"1.79","-0.20","-0.75"
"37","H","Gir","no",NA,NA,NA,"1.34","0.10","-0.65"
"38","A","Rma","no",NA,NA,NA,"0.52","0.65","-0.00"
