"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Esp","yes",3,1,1,"1.72","-1.83","-1.83"
"2","A","Rma","yes",0,-3,0,"0.11","0.83","-1.00"
"3","H","Leg","yes",1,0,0,"1.19","-0.95","-1.95"
"4","A","FCB","yes",0,-7,0,"0.16","0.73","-1.22"
"5","A","Cel","yes",0,-2,1,"0.32","0.48","-0.74"
"6","H","Rso","yes",1,0,0,"0.44","0.28","-0.46"
"7","A","Sev","yes",0,-1,1,"0.49","0.20","-0.27"
"8","H","Mal","yes",0,-1,1,"0.54","0.12","-0.15"
"9","H","Ray","yes",0,-1,1,"0.69","-0.13","-0.28"
"10","A","Ala","yes",3,1,3,"0.55","0.09","-0.19"
"11","H","Vil","yes",0,-1,1,"0.33","0.46","0.27"
"12","A","Osa","yes",0,-1,0,"0.31","0.49","0.76"
"13","H","Ath","yes",1,0,1,"0.46","0.25","1.01"
"14","A","Get","yes",0,-2,0,"0.72","-0.19","0.82"
"15","H","Atl","yes",0,-5,0,"0.28","0.54","1.36"
"16","A","Lpa","yes",0,-1,1,"0.70","-0.14","1.21"
"17","H","Val","no",NA,NA,NA,"1.47","-1.42","-0.21"
"18","A","Gir","no",NA,NA,NA,"0.37","0.39","0.18"
"19","H","Bet","no",NA,NA,NA,"0.91","-0.49","-0.30"
"20","A","Esp","no",NA,NA,NA,"0.45","0.26","-0.05"
"21","H","Rma","no",NA,NA,NA,"0.24","0.61","0.56"
"22","A","Vil","no",NA,NA,NA,"0.33","0.46","1.02"
"23","A","Ray","no",NA,NA,NA,"0.62","-0.01","1.01"
"24","H","Sev","no",NA,NA,NA,"0.88","-0.45","0.57"
"25","A","Ath","no",NA,NA,NA,"0.23","0.61","1.18"
"26","H","Lpa","no",NA,NA,NA,"0.68","-0.11","1.07"
"27","A","Val","no",NA,NA,NA,"0.68","-0.12","0.95"
"28","H","Cel","no",NA,NA,NA,"1.03","-0.69","0.26"
"29","A","Rso","no",NA,NA,NA,"0.53","0.13","0.39"
"30","H","Get","no",NA,NA,NA,"1.25","-1.05","-0.66"
"31","A","Atl","no",NA,NA,NA,"0.15","0.75","0.09"
"32","H","Osa","no",NA,NA,NA,"0.86","-0.42","-0.33"
"33","A","Bet","no",NA,NA,NA,"0.36","0.41","0.08"
"34","H","FCB","no",NA,NA,NA,"0.20","0.67","0.75"
"35","A","Mal","no",NA,NA,NA,"0.39","0.36","1.11"
"36","H","Gir","no",NA,NA,NA,"0.66","-0.08","1.03"
"37","H","Ala","no",NA,NA,NA,"1.20","-0.97","0.06"
"38","A","Leg","no",NA,NA,NA,"0.64","-0.06","-0.00"
