"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Vil","yes",1,0,2,"1.39","0.31","0.31"
"2","H","Gir","yes",3,3,3,"2.56","-0.28","0.02"
"3","H","Esp","yes",1,0,0,"2.68","-0.34","-0.31"
"4","A","Ath","yes",3,1,1,"1.11","0.44","0.13"
"5","H","Val","yes",3,3,3,"2.61","-0.30","-0.17"
"6","A","Ray","yes",1,0,1,"1.82","0.09","-0.08"
"7","A","Cel","yes",3,1,1,"1.30","0.35","0.27"
"8","H","RMa","yes",1,0,1,"1.88","0.06","0.33"
"9","A","RSo","yes",1,0,1,"1.78","0.11","0.44"
"10","H","Leg","yes",3,2,3,"2.61","-0.31","0.14"
"11","A","Bet","yes",0,-1,0,"1.40","0.30","0.43"
"12","H","Lpa","yes",3,2,2,"2.62","-0.31","0.13"
"13","A","Mal","yes",3,1,1,"1.77","0.11","0.24"
"14","H","Ala","yes",3,1,2,"2.54","-0.27","-0.03"
"15","A","RVa","yes",3,5,5,"2.42","-0.21","-0.24"
"16","H","Sev","yes",3,1,4,"2.56","-0.28","-0.52"
"17","H","Get","yes",3,1,1,"2.40","-0.20","-0.72"
"18","A","FCB","yes",3,1,2,"0.86","0.57","-0.15"
"19","H","Osa","yes",3,1,1,"2.58","-0.29","-0.44"
"20","A","Leg","yes",0,-1,0,"1.88","0.06","-0.38"
"21","H","Vil","yes",1,0,1,"1.85","0.08","-0.30"
"22","H","Mal","yes",3,2,2,"2.45","-0.23","-0.53"
"23","A","RMa","yes",1,0,1,"0.51","0.74","0.22"
"24","H","Cel","yes",1,0,1,"2.50","-0.25","-0.03"
"25","A","Val","yes",3,3,3,"1.57","0.21","0.18"
"26","H","Ath","yes",3,1,1,"2.08","-0.04","0.14"
"27","A","Get","yes",0,-1,1,"2.14","-0.07","0.07"
"28","H","FCB","yes",0,-2,2,"1.25","0.38","0.44"
"29","A","Esp","yes",1,0,1,"1.63","0.18","0.63"
"30","A","Sev","yes",3,1,2,"1.92","0.04","0.67"
"31","H","RVa","yes",3,2,4,"2.88","-0.44","0.23"
"32","A","Lpa","yes",0,-1,0,"2.23","-0.12","0.11"
"33","H","Ray","yes",3,3,3,"2.29","-0.15","-0.03"
"34","A","Ala","yes",1,0,0,"1.92","0.04","0.01"
"35","H","RSo","yes",3,4,4,"2.51","-0.25","-0.25"
"36","A","Osa","yes",0,-2,0,"1.30","0.35","0.10"
"37","H","Bet","yes",3,3,4,"2.28","-0.14","-0.04"
"38","A","Gir","yes",3,4,4,"1.92","0.04","-0.00"
