"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Lei","yes",0,-3,"0.42","0.44","0.44"
"2","A","Eve","yes",0,-3,"0.74","0.02","0.46"
"3","H","Che","yes",1,0,"0.57","0.24","0.70"
"4","A","Sot","yes",0,-2,"0.58","0.23","0.93"
"5","H","Bur","yes",1,0,"1.05","-0.40","0.53"
"6","A","BHA","yes",1,0,"0.95","-0.27","0.25"
"7","A","Ful","yes",0,-2,"1.40","-0.87","-0.61"
"8","H","Tot","yes",0,-1,"0.76","-0.02","-0.63"
"9","A","MnU","yes",0,-1,"0.35","0.53","-0.09"
"10","H","ShU","yes",3,1,"2.33","-2.11","-2.20"
"11","H","Pal","yes",0,-4,"1.06","-0.42","-2.62"
"12","A","New","yes",0,-1,"0.70","0.06","-2.56"
"13","A","MnC","yes",1,0,"0.22","0.71","-1.85"
"14","H","Ast","yes",0,-3,"0.69","0.08","-1.77"
"15","A","Liv","yes",1,0,"0.44","0.41","-1.36"
"16","H","Lee","yes",0,-5,"0.81","-0.08","-1.44"
"17","H","Ars","yes",0,-4,"0.69","0.07","-1.37"
"18","A","Wol","yes",3,1,"0.66","0.12","-1.25"
"19","A","WHU","yes",0,-1,"0.34","0.54","-0.71"
"20","H","MnC","yes",0,-5,"0.20","0.73","0.03"
"21","H","Ful","yes",1,0,"1.19","-0.59","-0.56"
"22","A","ShU","yes",0,-1,"1.05","-0.40","-0.96"
"23","A","Tot","yes",0,-2,"0.36","0.52","-0.44"
"24","H","MnU","yes",1,0,"0.33","0.56","0.12"
"25","A","Bur","yes",1,0,"0.85","-0.14","-0.02"
"26","H","BHA","yes",3,1,"1.01","-0.34","-0.37"
"27","H","Eve","yes",0,-1,"0.42","0.44","0.07"
"28","H","New","yes",1,0,"1.10","-0.47","-0.39"
"29","A","Pal","yes",0,-1,"0.75","0.00","-0.39"
"30","A","Che","yes",3,3,"0.40","0.47","0.08"
"31","H","Sot","yes",3,3,"1.33","-0.77","-0.69"
"32","A","Lei","yes",0,-3,"0.50","0.34","-0.35"
"33","A","Ast","yes",1,0,"0.72","0.04","-0.31"
"34","H","Wol","yes",1,0,"1.05","-0.39","-0.70"
"35","A","Ars","no",NA,NA,"0.61","0.18","-0.52"
"36","H","Liv","no",NA,NA,"0.61","0.18","-0.34"
"37","H","WHU","no",NA,NA,"0.67","0.11","-0.23"
"38","A","Lee","no",NA,NA,"0.58","0.23","-0.00"
