"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Lee","yes",3,"1.50","0.10","0.10"
"2","A","Che","yes",3,"1.38","0.17","0.27"
"3","H","Ars","yes",3,"1.55","0.07","0.34"
"4","A","Ast","yes",0,"1.78","-0.07","0.27"
"5","A","Eve","yes",1,"1.81","-0.09","0.18"
"6","H","ShU","yes",3,"2.72","-0.63","-0.45"
"7","H","WHU","yes",3,"1.50","0.10","-0.35"
"8","A","MnC","yes",1,"0.84","0.50","0.15"
"9","H","Lei","yes",3,"0.94","0.44","0.59"
"10","A","BHA","yes",1,"2.23","-0.34","0.25"
"11","H","Wol","yes",3,"1.85","-0.11","0.14"
"12","A","Ful","yes",1,"2.42","-0.45","-0.31"
"13","H","Tot","yes",3,"1.56","0.06","-0.25"
"14","A","Pal","yes",3,"1.86","-0.12","-0.37"
"15","H","WBA","yes",1,"2.37","-0.42","-0.79"
"16","A","New","yes",1,"1.76","-0.05","-0.84"
"17","A","Sot","yes",0,"1.70","-0.02","-0.86"
"18","H","MnU","yes",1,"0.84","0.49","-0.37"
"19","H","Bur","yes",0,"1.89","-0.14","-0.50"
"20","A","Tot","yes",3,"1.25","0.25","-0.25"
"21","A","WHU","yes",3,"1.19","0.29","0.03"
"22","H","BHA","yes",0,"1.83","-0.10","-0.07"
"23","H","MnC","yes",0,"0.56","0.66","0.59"
"24","A","Lei","yes",0,"1.47","0.12","0.71"
"25","H","Eve","yes",0,"1.03","0.38","1.09"
"26","A","ShU","yes",3,"2.19","-0.31","0.78"
"27","H","Che","yes",0,"1.28","0.23","1.01"
"28","H","Ful","yes",0,"1.97","-0.19","0.83"
"29","A","Wol","yes",3,"1.78","-0.07","0.76"
"30","A","Ars","yes",3,"1.70","-0.02","0.74"
"31","H","Ast","yes",3,"1.55","0.07","0.81"
"32","A","Lee","yes",1,"1.66","0.00","0.81"
"33","H","New","yes",1,"2.06","-0.24","0.58"
"34","A","MnU","no",NA,"1.21","0.27","0.85"
"35","H","Sot","no",NA,"2.13","-0.28","0.57"
"36","A","WBA","no",NA,"2.15","-0.29","0.28"
"37","A","Bur","no",NA,"1.96","-0.18","0.10"
"38","H","Pal","no",NA,"1.84","-0.10","0.00"
