"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","BHA","yes",3,2,"2.17","-0.24","-0.24"
"2","H","Liv","yes",0,-2,"1.45","0.17","-0.07"
"3","A","WBA","yes",1,0,"2.22","-0.27","-0.34"
"4","H","Pal","yes",3,4,"1.99","-0.14","-0.47"
"5","H","Sot","yes",1,0,"2.21","-0.26","-0.73"
"6","A","MnU","yes",1,0,"1.29","0.26","-0.47"
"7","A","Bur","yes",3,3,"2.08","-0.19","-0.66"
"8","H","ShU","yes",3,3,"2.75","-0.57","-1.23"
"9","A","New","yes",3,2,"1.91","-0.09","-1.32"
"10","H","Tot","yes",1,0,"1.74","0.01","-1.31"
"11","H","Lee","yes",3,2,"1.73","0.01","-1.30"
"12","A","Eve","yes",0,-1,"1.95","-0.12","-1.42"
"13","A","Wol","yes",0,-1,"1.85","-0.06","-1.48"
"14","H","WHU","yes",3,3,"1.53","0.12","-1.35"
"15","A","Ars","yes",0,-2,"1.79","-0.02","-1.37"
"16","H","Ast","yes",1,0,"1.56","0.11","-1.27"
"17","H","MnC","yes",0,-2,"0.59","0.66","-0.61"
"18","A","Ful","yes",3,1,"2.47","-0.41","-1.02"
"19","A","Lei","yes",0,-2,"1.60","0.09","-0.93"
"20","H","Wol","yes",1,0,"1.97","-0.13","-1.05"
"21","H","Bur","yes",3,2,"1.98","-0.13","-1.18"
"22","A","Tot","yes",3,1,"1.32","0.25","-0.94"
"23","A","ShU","yes",3,1,"2.25","-0.28","-1.22"
"24","H","New","yes",3,2,"2.02","-0.15","-1.37"
"25","A","Sot","yes",1,0,"1.74","0.00","-1.37"
"26","H","MnU","yes",1,0,"0.92","0.47","-0.90"
"27","A","Liv","yes",3,1,"1.49","0.15","-0.75"
"28","H","Eve","yes",3,2,"1.11","0.37","-0.38"
"29","A","Lee","yes",1,0,"1.63","0.07","-0.31"
"30","H","WBA","yes",0,-3,"2.41","-0.38","-0.69"
"31","A","Pal","yes",3,3,"1.96","-0.12","-0.81"
"32","H","BHA","yes",1,0,"1.93","-0.11","-0.92"
"33","A","WHU","yes",3,1,"1.28","0.27","-0.65"
"34","H","Ful","yes",3,2,"2.10","-0.20","-0.85"
"35","A","MnC","no",NA,NA,"0.91","0.48","-0.37"
"36","H","Ars","no",NA,NA,"1.57","0.10","-0.26"
"37","H","Lei","no",NA,NA,"1.11","0.37","0.10"
"38","A","Ast","no",NA,NA,"1.93","-0.10","-0.00"
