"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Her","yes",0,-2,"0.51","0.22","0.22"
"2","H","Gro","yes",0,-1,"0.43","0.34","0.56"
"3","A","Fey","yes",0,-2,"0.37","0.43","0.99"
"4","A","VVV","yes",3,1,"1.22","-0.88","0.11"
"5","H","Vit","yes",0,-2,"0.44","0.33","0.43"
"6","H","AZA","yes",1,0,"0.21","0.68","1.11"
"7","A","PSV","yes",0,-4,"0.16","0.76","1.87"
"8","H","Twe","yes",0,-2,"0.39","0.40","2.27"
"9","A","Spa","yes",0,-6,"0.82","-0.27","2.00"
"10","H","Hee","yes",1,0,"0.70","-0.08","1.92"
"11","A","Utr","yes",1,0,"0.68","-0.05","1.87"
"12","A","Emm","yes",1,0,"1.26","-0.95","0.92"
"13","H","Ajx","yes",0,-2,"0.09","0.86","1.78"
"14","H","Zwo","yes",0,-2,"0.90","-0.38","1.39"
"15","A","RKC","yes",3,1,"1.07","-0.64","0.75"
"16","H","VVV","yes",0,-3,"1.16","-0.79","-0.04"
"17","A","AZA","yes",0,-1,"0.26","0.60","0.56"
"18","H","Emm","yes",1,0,"0.99","-0.52","0.03"
"19","A","Gro","yes",0,-3,"0.59","0.09","0.12"
"20","H","Spa","yes",1,0,"0.45","0.30","0.43"
"21","H","PSV","yes",1,0,"0.31","0.53","0.96"
"22","A","Sit","yes",0,-2,"1.06","-0.63","0.33"
"23","A","WII","yes",1,0,"0.95","-0.46","-0.13"
"24","H","RKC","yes",1,0,"1.07","-0.65","-0.78"
"25","A","Hee","yes",0,-3,"0.68","-0.05","-0.83"
"26","H","Her","yes",0,-1,"0.78","-0.20","-1.03"
"27","A","Ajx","yes",0,-5,"0.13","0.80","-0.23"
"28","H","Utr","yes",0,-3,"0.30","0.54","0.31"
"29","A","Vit","yes",1,0,"0.23","0.64","0.95"
"30","H","Sit","yes",0,-3,"0.40","0.39","1.33"
"31","H","Fey","yes",3,1,"0.38","0.41","1.74"
"32","A","Zwo","no",NA,NA,"0.67","-0.03","1.71"
"33","H","WII","no",NA,NA,"1.26","-0.95","0.76"
"34","A","Twe","no",NA,NA,"1.14","-0.76","0.00"
