"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Twe","yes",0,-2,"2.05","-0.62","-0.62"
"2","H","Hee","yes",0,-2,"1.21","0.04","-0.59"
"3","H","AZA","yes",1,0,"0.45","0.64","0.06"
"4","A","PSV","yes",0,-2,"0.45","0.64","0.70"
"5","A","Emm","yes",1,0,"2.14","-0.70","0.00"
"6","H","Gro","yes",0,-2,"0.80","0.36","0.37"
"7","A","Ajx","yes",0,-3,"0.39","0.69","1.06"
"8","H","Zwo","yes",1,0,"1.47","-0.16","0.90"
"9","H","Fey","yes",0,-2,"0.75","0.41","1.30"
"10","A","Vit","yes",0,-2,"0.68","0.46","1.76"
"11","H","WII","yes",3,1,"1.69","-0.34","1.42"
"12","A","Her","yes",3,1,"1.29","-0.02","1.39"
"13","A","Utr","yes",1,0,"1.54","-0.22","1.17"
"14","H","RKC","yes",3,1,"1.67","-0.32","0.85"
"15","A","Hee","yes",3,2,"1.54","-0.22","0.63"
"16","H","Spa","yes",0,-1,"0.85","0.33","0.96"
"17","A","Zwo","yes",3,2,"1.66","-0.31","0.64"
"18","H","Ajx","yes",0,-1,"0.16","0.87","1.51"
"19","A","RKC","yes",3,1,"1.84","-0.46","1.06"
"20","H","VVV","yes",3,1,"1.76","-0.40","0.66"
"21","H","Her","yes",0,-1,"1.32","-0.04","0.61"
"22","A","Spa","yes",3,1,"1.71","-0.35","0.26"
"23","H","ADO","yes",3,2,"1.37","-0.09","0.18"
"24","A","Gro","yes",0,-1,"1.39","-0.10","0.07"
"25","H","PSV","yes",0,-2,"0.56","0.56","0.63"
"26","A","VVV","yes",3,2,"2.11","-0.67","-0.04"
"27","H","Utr","yes",0,-1,"0.63","0.50","0.47"
"28","A","Fey","yes",0,-2,"1.04","0.18","0.64"
"29","H","Emm","yes",0,-2,"1.57","-0.25","0.40"
"30","A","ADO","yes",3,3,"2.43","-0.93","-0.53"
"31","H","Twe","yes",3,3,"0.85","0.32","-0.21"
"32","A","AZA","yes",0,-1,"0.74","0.41","0.20"
"33","H","Vit","yes",1,0,"0.87","0.31","0.51"
"34","A","WII","no",NA,NA,"1.91","-0.51","0.00"
