"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","VVV","yes",0,-2,"1.67","-1.01","-1.01"
"2","A","PSV","yes",0,-1,"0.15","0.82","-0.19"
"3","H","WII","yes",1,0,"1.60","-0.92","-1.12"
"4","A","Twe","yes",1,0,"1.14","-0.38","-1.49"
"5","H","Sit","yes",1,0,"0.69","0.17","-1.32"
"6","A","Hee","yes",0,-4,"0.68","0.19","-1.14"
"7","H","Fey","yes",0,-1,"0.68","0.18","-0.96"
"8","A","Vit","yes",0,-2,"0.24","0.71","-0.24"
"9","A","AZA","yes",0,-1,"0.26","0.69","0.45"
"10","H","Ajx","yes",0,-5,"0.15","0.82","1.27"
"11","A","Spa","yes",0,-1,"0.81","0.03","1.29"
"12","H","ADO","yes",1,0,"1.27","-0.54","0.76"
"13","A","Zwo","yes",1,0,"0.77","0.07","0.83"
"14","H","Utr","yes",0,-1,"0.57","0.32","1.14"
"15","H","Twe","yes",0,-3,"0.78","0.06","1.21"
"16","A","Her","yes",0,-4,"0.52","0.37","1.58"
"17","H","Vit","yes",0,-3,"0.79","0.04","1.62"
"18","A","ADO","yes",1,0,"1.68","-1.03","0.59"
"19","H","PSV","yes",0,-2,"0.50","0.40","0.99"
"20","A","WII","yes",0,-2,"0.99","-0.20","0.79"
"21","H","AZA","yes",0,-1,"0.41","0.51","1.30"
"22","A","RKC","yes",0,-1,"0.92","-0.11","1.18"
"23","H","Zwo","yes",3,1,"1.37","-0.65","0.53"
"24","A","Utr","yes",3,1,"0.68","0.18","0.71"
"25","H","Spa","yes",1,0,"0.77","0.07","0.77"
"26","A","Gro","yes",1,0,"0.58","0.30","1.07"
"27","A","Fey","yes",1,0,"0.39","0.53","1.60"
"28","H","RKC","yes",3,2,"1.57","-0.90","0.70"
"29","A","Sit","yes",3,2,"1.04","-0.25","0.45"
"30","H","Her","yes",3,2,"1.22","-0.47","-0.02"
"31","A","Ajx","yes",0,-4,"0.13","0.84","0.82"
"32","H","Gro","yes",0,-4,"0.73","0.12","0.95"
"33","H","Hee","yes",3,2,"1.23","-0.49","0.46"
"34","A","VVV","no",NA,NA,"1.21","-0.46","-0.00"
