"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Gro","yes",3,"1.49","0.31","0.31"
"2","H","Emm","yes",3,"2.81","-0.30","0.01"
"3","A","Her","yes",1,"1.54","0.29","0.30"
"4","H","Sit","yes",3,"2.51","-0.16","0.13"
"5","A","Zwo","yes",3,"1.72","0.20","0.33"
"6","A","Vit","yes",0,"0.88","0.59","0.93"
"7","H","ADO","yes",3,"2.81","-0.30","0.63"
"8","H","WII","yes",3,"2.85","-0.32","0.31"
"9","A","Twe","yes",1,"2.19","-0.01","0.29"
"10","H","Spa","yes",3,"2.64","-0.22","0.07"
"11","A","Hee","yes",1,"1.73","0.20","0.27"
"12","H","Utr","yes",3,"2.39","-0.11","0.16"
"13","A","RKC","yes",3,"2.14","0.01","0.17"
"14","H","VVV","yes",3,"2.84","-0.31","-0.14"
"15","A","Ajx","yes",1,"0.59","0.73","0.58"
"16","H","AZA","yes",0,"2.17","-0.00","0.58"
"17","A","Spa","yes",3,"2.05","0.05","0.63"
"18","H","RKC","yes",3,"2.83","-0.31","0.32"
"19","A","Emm","yes",3,"2.39","-0.11","0.22"
"20","A","Fey","yes",0,"1.14","0.47","0.69"
"21","H","Twe","yes",3,"2.44","-0.13","0.56"
"22","A","ADO","yes",1,"2.62","-0.21","0.34"
"23","H","Vit","yes",3,"2.50","-0.16","0.18"
"24","H","Ajx","yes",1,"1.51","0.30","0.48"
"25","A","Sit","yes",3,"2.29","-0.06","0.42"
"26","H","Fey","yes",1,"2.41","-0.12","0.30"
"27","A","AZA","yes",0,"1.00","0.54","0.84"
"28","H","Her","yes",3,"2.70","-0.25","0.59"
"29","A","VVV","yes",3,"2.25","-0.04","0.55"
"30","H","Gro","yes",3,"2.59","-0.20","0.35"
"31","H","Hee","no",NA,"2.74","-0.27","0.08"
"32","A","WII","no",NA,"2.05","0.05","0.13"
"33","H","Zwo","no",NA,"2.78","-0.29","-0.16"
"34","A","Utr","no",NA,"1.80","0.16","0.00"
