"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Zwo","yes",3,"1.71","0.08","0.08"
"2","H","Twe","yes",1,"1.66","0.10","0.18"
"3","H","ADO","yes",3,"2.48","-0.34","-0.16"
"4","A","WII","yes",3,"2.14","-0.15","-0.31"
"5","H","Spa","yes",1,"2.06","-0.11","-0.42"
"6","A","RKC","yes",1,"2.14","-0.16","-0.58"
"7","A","Emm","yes",3,"2.38","-0.29","-0.86"
"8","H","Gro","yes",3,"1.94","-0.05","-0.91"
"9","A","Sit","yes",3,"2.29","-0.23","-1.14"
"10","H","Utr","yes",1,"1.58","0.15","-0.99"
"11","H","Her","yes",1,"2.21","-0.19","-1.19"
"12","A","VVV","yes",3,"2.25","-0.22","-1.40"
"13","A","Vit","yes",0,"0.87","0.53","-0.87"
"14","H","Hee","yes",3,"2.31","-0.25","-1.12"
"15","A","Spa","yes",3,"2.12","-0.14","-1.26"
"16","H","Zwo","yes",3,"2.53","-0.36","-1.62"
"17","A","Ajx","yes",0,"0.59","0.68","-0.94"
"18","H","AZA","yes",0,"1.25","0.33","-0.62"
"19","A","Hee","yes",0,"1.56","0.16","-0.46"
"20","H","PSV","yes",3,"1.60","0.14","-0.32"
"21","H","WII","yes",3,"2.58","-0.39","-0.71"
"22","A","Twe","yes",1,"2.18","-0.18","-0.89"
"23","A","Gro","yes",1,"1.49","0.20","-0.69"
"24","A","AZA","yes",0,"1.00","0.46","-0.23"
"25","H","VVV","yes",3,"2.52","-0.36","-0.59"
"26","A","PSV","yes",1,"0.48","0.74","0.15"
"27","H","Emm","yes",1,"2.48","-0.33","-0.18"
"28","H","Sit","yes",3,"1.79","0.04","-0.14"
"29","A","Utr","yes",3,"1.80","0.03","-0.12"
"30","H","Vit","no",NA,"1.77","0.05","-0.07"
"31","A","ADO","no",NA,"2.62","-0.41","-0.48"
"32","H","Ajx","no",NA,"0.65","0.65","0.17"
"33","A","Her","no",NA,"1.54","0.17","0.34"
"34","H","RKC","no",NA,"2.48","-0.34","-0.00"
