"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Fey","yes",0,"0.99","0.13","0.13"
"2","A","AZA","yes",1,"0.33","0.72","0.85"
"3","H","Spa","yes",3,"1.46","-0.28","0.57"
"4","H","PSV","yes",0,"0.99","0.13","0.70"
"5","A","RKC","yes",1,"1.15","-0.01","0.69"
"6","H","WII","yes",1,"2.22","-0.94","-0.25"
"7","A","Twe","yes",0,"1.20","-0.05","-0.31"
"8","A","Sit","yes",1,"1.35","-0.19","-0.49"
"9","H","Utr","yes",1,"0.96","0.16","-0.33"
"10","A","VVV","yes",1,"1.29","-0.13","-0.46"
"11","H","Vit","yes",3,"1.15","-0.00","-0.46"
"12","A","Ajx","yes",0,"0.15","0.87","0.41"
"13","H","Emm","yes",1,"2.06","-0.80","-0.40"
"14","A","ADO","yes",3,"1.99","-0.74","-1.14"
"15","H","AZA","yes",1,"0.76","0.34","-0.80"
"16","A","Fey","yes",0,"0.39","0.66","-0.15"
"17","H","Sit","yes",0,"1.14","0.00","-0.14"
"18","A","WII","yes",3,"1.05","0.08","-0.06"
"19","H","Her","yes",1,"1.80","-0.58","-0.64"
"20","A","Utr","yes",1,"0.81","0.29","-0.35"
"21","H","RKC","yes",1,"2.13","-0.87","-1.22"
"22","A","Gro","yes",0,"0.58","0.50","-0.72"
"23","A","Emm","yes",0,"1.31","-0.15","-0.87"
"24","H","Hee","yes",3,"1.80","-0.57","-1.44"
"25","A","Her","yes",0,"0.61","0.47","-0.97"
"26","H","Ajx","yes",0,"0.32","0.72","-0.26"
"27","H","VVV","yes",3,"2.18","-0.91","-1.17"
"28","A","Spa","yes",0,"1.04","0.09","-1.08"
"29","H","Twe","yes",3,"1.04","0.09","-0.99"
"30","A","Hee","yes",3,"0.75","0.34","-0.65"
"31","A","Vit","no",NA,"0.28","0.75","0.11"
"32","H","ADO","no",NA,"2.05","-0.80","-0.69"
"33","A","PSV","no",NA,"0.13","0.88","0.19"
"34","H","Gro","no",NA,"1.36","-0.19","-0.00"
