"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","RKC","yes",3,"2.00","-0.06","-0.06"
"2","H","Spa","yes",3,"2.29","-0.21","-0.26"
"3","A","Ajx","yes",0,"0.42","0.78","0.51"
"4","H","Her","yes",3,"2.49","-0.31","0.20"
"5","A","ADO","yes",3,"2.57","-0.35","-0.15"
"6","H","PSV","yes",3,"1.91","-0.00","-0.16"
"7","A","WII","yes",3,"1.91","-0.01","-0.16"
"8","H","Emm","yes",3,"2.62","-0.38","-0.55"
"9","A","Gro","yes",1,"1.32","0.31","-0.24"
"10","H","Sit","yes",3,"2.04","-0.08","-0.31"
"11","A","Zwo","yes",0,"1.56","0.18","-0.14"
"12","H","Hee","yes",1,"2.49","-0.31","-0.45"
"13","H","Fey","yes",3,"1.90","-0.00","-0.45"
"14","A","AZA","yes",0,"0.85","0.55","0.10"
"15","A","Her","yes",3,"1.37","0.28","0.38"
"16","H","Utr","yes",3,"1.81","0.05","0.43"
"17","A","Emm","yes",3,"2.14","-0.13","0.30"
"18","H","Gro","yes",3,"2.22","-0.17","0.13"
"19","A","VVV","yes",0,"2.12","-0.12","0.01"
"20","H","RKC","yes",1,"2.66","-0.40","-0.38"
"21","A","Hee","yes",0,"1.58","0.17","-0.22"
"22","H","Twe","yes",0,"1.95","-0.03","-0.24"
"23","A","PSV","yes",0,"0.37","0.80","0.56"
"24","H","VVV","yes",3,"2.68","-0.41","0.15"
"25","H","AZA","yes",3,"1.64","0.14","0.29"
"26","A","Utr","yes",3,"1.65","0.13","0.42"
"27","H","WII","yes",1,"2.69","-0.42","-0.00"
"28","A","Twe","yes",3,"2.09","-0.10","-0.10"
"29","H","ADO","yes",1,"2.62","-0.38","-0.48"
"30","A","Fey","yes",1,"1.05","0.45","-0.03"
"31","H","Zwo","no",NA,"2.57","-0.35","-0.39"
"32","A","Spa","no",NA,"1.91","-0.00","-0.39"
"33","A","Sit","no",NA,"2.17","-0.14","-0.54"
"34","H","Ajx","no",NA,"0.88","0.54","-0.00"
