"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Stu","yes",0,-4,"0.52","0.20","0.20"
"2","H","Bie","yes",1,0,"1.24","-0.92","-0.72"
"3","A","Mai","yes",0,-3,"0.23","0.64","-0.08"
"4","H","Wol","yes",0,-2,"0.94","-0.46","-0.54"
"5","A","Her","yes",0,-1,"0.55","0.15","-0.39"
"6","H","Mun","yes",0,-2,"0.36","0.45","0.06"
"7","A","Kln","yes",0,-2,"0.31","0.52","0.58"
"8","H","Boc","yes",0,-1,"1.16","-0.79","-0.22"
"9","A","Lei","yes",0,-3,"0.24","0.63","0.41"
"10","A","Fbg","yes",0,-2,"0.36","0.44","0.85"
"11","H","Fra","yes",0,-1,"0.72","-0.12","0.74"
"12","A","BMg","yes",0,-4,"0.37","0.43","1.17"
"13","H","Hof","yes",0,-3,"0.95","-0.48","0.69"
"14","A","Lev","yes",0,-6,"0.30","0.53","1.22"
"15","H","UnB","yes",3,1,"0.79","-0.23","0.99"
"16","A","Dor","yes",0,-3,"0.18","0.72","1.71"
"17","H","Aug","yes",1,0,"1.21","-0.87","0.84"
"18","H","Stu","yes",1,0,"1.33","-1.05","-0.21"
"19","A","Bie","yes",1,0,"0.73","-0.13","-0.34"
"20","H","Mai","yes",3,1,"1.36","-1.10","-1.44"
"21","A","Wol","yes",0,-3,"0.47","0.27","-1.17"
"22","H","Her","yes",3,1,"1.26","-0.95","-2.12"
"23","A","Mun","yes",0,-3,"0.16","0.75","-1.36"
"24","H","Kln","yes",1,0,"0.83","-0.28","-1.64"
"25","A","Boc","yes",0,-1,"0.37","0.43","-1.21"
"26","H","Lei","yes",0,-5,"0.75","-0.17","-1.37"
"27","H","Fbg","yes",1,0,"0.63","0.02","-1.35"
"28","A","Fra","yes",1,0,"0.63","0.02","-1.33"
"29","H","BMg","yes",0,-2,"1.00","-0.55","-1.88"
"30","A","Hof","yes",1,0,"0.37","0.42","-1.46"
"31","H","Lev","yes",0,-3,"0.45","0.31","-1.15"
"32","A","UnB","yes",1,0,"0.24","0.63","-0.52"
"33","H","Dor","yes",0,-2,"0.52","0.20","-0.32"
"34","A","Aug","yes",0,-1,"0.44","0.32","-0.00"
